시도,구군,시설명,소재지,시설용량,물리적,생물학적,고도,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리효율,처리부하량,처리방법,적용신기술,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,준공일,가동개시일,사업비(백만원),방류수 소독방법,수계,지류,세부단위 구역,지역구분,명칭,목표수질(BOD),재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,운영주체,위탁업체명,위탁비용,위탁계약기간(시작),위탁계약기간(종료),중심처리시설,직원총수(명),안전사고건수
충청남도,예산군,장신지구,충청남도 예산군 광시면 장신리 1132-1-2번지 ,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBR-II,,0,0,0,0,2020-12-10,2021-02-02,0,염소 자외선 오존 기타,금강,신흥천,삽교천,500톤 미만 50톤 이상,삽교천,Ⅲ,0,0,0,0,0,민간(대행),(주)티에스케이워터,0,2021-02-02,,예산,0,0
충청남도,예산군,대동지구,충청남도 예산군 덕산면 대동리 123-36,40,0,0,40,19.1,0,0,19.1,19.1,0,0,19.1,199,6.8,116.7,10.1,227.8,7.4,34.572,11.875,4.558,1.59,574167,698,96.6,3.7,em-SBR,,0,0,0,0,2012-04-30,2012-05-01,0,염소 자외선 오존 기타,금강,와룡천,삽교천,50톤 미만,금강서해,Ⅰb,0,1.1,4774,0,0.313,민간(대행),(주)티에스케이워터,12,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,마사지구,광시면 마사리 ,40,0,0,40,21.3,0,0,21.3,21.3,0,0,21.3,81.9,3.6,48.7,8.2,116,5.7,27.582,13.076,3.127,1.238,128667,578,95.6,1.7,DNR,,0,0,0,0,1999-08-12,1999-08-12,300,염소 자외선 오존 기타,금강,마사천,삽교천,50톤 미만,금강서해,Ⅰb,0,5.2,22844,0,1.345,민간(대행),(주)티에스케이워터,12.6,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,불원지구,신양면 불원리 ,34,0,34,0,34,0,34,0,34,0,34,0,58.8,6.1,34.9,10.2,48.4,4.1,48.195,30.664,5.56,3.258,18567,163,89.6,1.8,고효율합병정화,,0,0,0,0,2003-12-01,2003-12-01,100,염소 자외선 오존 기타,금강,시왕천,삽교천,50톤 미만,금강서해,Ⅰb,0,1.1,4807,0,0.177,민간(대행),(주)티에스케이워터,11.8,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,동산지구,광시면 동산리 ,30,0,0,30,30.2,0,0,30.2,30.2,0,0,30.2,55.6,7,32.5,10.7,82,7.3,20.164,13.603,2.015,1.278,216833,653,87.4,1.5,YM접촉산화,,0,0,0,0,2014-01-01,2014-01-01,55,염소 자외선 오존 기타,금강,무한천,삽교천,50톤 미만,금강서해,Ⅰb,0,7.1,30814,0,1.279,민간(대행),(주)티에스케이워터,11.9,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,서계양지구,신양면 서계양리 ,30,0,0,30,21.5,0,0,21.5,21.5,0,0,21.5,122.1,3.8,70.9,7.9,130.6,7.3,28.844,8.557,3.476,1.375,375833,289,96.9,2.5,SBR,,0,0,0,0,2012-01-01,2012-01-01,412,염소 자외선 오존 기타,금강,신양천,삽교천,50톤 미만,금강서해,Ⅰb,0,6.1,26529,0,1.552,민간(대행),(주)티에스케이워터,12.4,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,주령지구,응봉면 주령리 ,16,0,16,0,16,0,16,0,16,0,16,0,57.5,4,37.5,6.1,57.5,5,20.177,11.897,2.078,1.214,146833,423,93,0.9,고효율합병정화,,0,0,0,0,2001-12-01,2001-12-01,97,염소 자외선 오존 기타,금강,성리천,삽교천,50톤 미만,금강서해,Ⅰb,0,0.5,2253,0,0.177,민간(대행),(주)티에스케이워터,11.8,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,역리1지구,삽교읍 역리1 ,14,0,14,0,14,0,14,0,14,0,14,0,82.9,2.1,45.6,9.5,71.4,1.3,23.245,11.824,2.773,1.26,271667,197,97.5,1.1,고효율합병정화,,0,0,0,0,1998-12-01,1998-12-01,140,염소 자외선 오존 기타,금강,,삽교천,50톤 미만,금강서해,Ⅰb,0,0.1,301,0,0.027,민간(대행),(주)티에스케이워터,14.3,2018-01-01,2020-12-31,예산,0,0
충청남도,예산군,역리2지구,삽교읍 역리2 ,13,0,13,0,13,0,13,0,13,0,13,0,77.3,2,51.5,9.9,69.8,1.4,22.729,11.693,2.587,1.1,279167,167,97.4,1,고효율합병정화,,0,0,0,0,1998-12-01,1998-12-01,141,염소 자외선 오존 기타,금강,,삽교천,50톤 미만,금강서해,Ⅰb,0,0.1,260,0,0.025,민간(대행),(주)티에스케이워터,14.3,2018-01-01,2020-12-31,예산,0,0
충청남도,태안군,태안,충청남도 태안군 태안읍 평천리 1190 ,9000,0,0,9000,10274.1,0,0,10274.1,9061.4,0,0,9061.4,140.7,2.2,69.1,6.4,99.3,3.4,38.764,8.704,3.808,0.452,46593,30,98.4,1422.4,DeNiPho,,0,0,0,0,2004-08-14,2004-08-14,23000,자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,2.3,897.9,3831573,20.5,0.531,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",85,2019-01-01,2022-03-31,,21,0
충청남도,태안군,만리포,충청남도 태안군 소원면 송현리 1136-3 ,2000,0,0,2000,724.7,0,0,724.7,714.2,0,0,714.2,161.9,2.2,77.1,6.7,110.9,2.2,44.443,9.227,4.431,0.239,52729,9,98.6,115.7,BCS-II,환경신기술 제77호(BCS-II),0,0,0,0,2010-01-01,2010-01-01,13732,염소 자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,85,371365,0,0.653,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",34,2018-05-01,2022-03-31,,6,0
충청남도,태안군,병술만,충청남도 태안군 안면읍 승언리 341-121 ,1700,0,0,1700,837.1,0,0,837.1,791.4,0,0,791.4,137.8,2.1,64.6,5.2,95.6,1.2,35.092,4.126,3.638,0.185,42896,9,98.5,113.6,BCS-II,환경신기술 제77호 (BCS II),0,0,0,0,2014-03-14,2014-03-14,10881.4,자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,73,318618,0,0.505,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",35,2018-05-01,2022-03-31,,5,0
충청남도,태안군,안면,충청남도 태안군 안면읍 승언리 349-96 ,1600,0,0,1600,931.3,0,0,931.3,854.9,0,0,854.9,100.6,2.1,48.4,5,86.4,1.3,24.28,5.988,2.608,0.528,35025,8,97.9,91.7,HDF,"유로변경형 질소,인 하수고도처리기술",0,0,0,0,2002-03-01,2002-03-25,7058,염소 자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,60,261856,0,0.384,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",37,2019-01-01,2022-03-31,,5,0
충청남도,태안군,태안2(삭선),충청남도 태안군 태안읍 삭선길 298번지 ,1600,0,0,1600,599.3,0,0,599.3,567.3,0,0,567.3,135.4,2.3,67.3,9.3,99.9,2,36.128,5.205,3.801,0.412,44765,9,98.3,79.8,CASS,,0,0,0,0,2017-07-22,2017-07-22,15504,자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,55.3,241552,0,0.534,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",24,2017-05-01,2022-03-01,,6,0
충청남도,태안군,몽산포,충청남도 태안군 남면 신장리 430-2 ,900,0,0,900,416,0,0,416,397.5,0,0,397.5,160.4,2.2,76.4,4.6,110.4,1.4,42.875,9.042,4.276,0.348,54567,8,98.6,65.8,BCS-II,환경신기술 제 77호(BCS II),0,0,0,0,2010-12-15,2010-12-15,10802,자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,53.5,233716,0,0.738,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",20,2018-05-01,2022-03-31,,4,0
충청남도,태안군,백사장,충청남도 태안군 안면읍 창기리 1292-3 ,800,0,0,800,252.8,0,0,252.8,237,0,0,237,140.8,2.3,68.2,6.4,101.1,3.1,36.976,5.197,3.779,0.389,46279,20,98.4,35,BCS-II,환경신기술 제77호(BCS II),0,0,0,0,2010-12-01,2010-12-01,22288,염소 자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,103.2,450869,0,2.388,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",210,2013-05-01,2022-03-01,,2,0
충청남도,태안군,안흥신항,충청남도 태안군 근흥면 신진도리 538 ,700,0,0,700,232,0,0,232,228.9,0,0,228.9,173.1,2.4,82.6,7.3,115.2,1.2,46.917,7.805,4.702,0.443,59394,20,98.6,39.6,HANS-SBR,,0,0,0,0,1996-10-01,1996-10-21,736,염소 자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,79,344926,0,1.892,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",10,2013-05-01,2022-03-01,,6,0
충청남도,태안군,반계리,충청남도 태안군 원북면 마산리 104-1 ,580,0,0,580,317,0,0,317,294.2,0,0,294.2,146.4,2.9,71.5,7.3,109.9,4.2,39.523,9.491,4.158,0.898,48197,27,98,45.5,SMMIAR,,0,0,0,0,2014-05-08,2014-05-08,8798,염소 자외선 ,금강,반계천,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,35.5,154943,0,0.661,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",11,2018-05-01,2022-03-31,태안2(삭선),0,0
충청남도,태안군,연포,충청남도 태안군 근흥면 도황리 475 ,500,0,0,500,148.5,0,0,148.5,145.5,0,0,145.5,134,2.6,69.1,6.9,99.6,3.3,38.704,10.719,3.951,0.702,44244,15,98.1,19.5,BCS-II,환경신기술 제77호(BCS II),0,0,0,0,2010-04-01,2010-05-01,9841,염소 자외선 ,금강,금강,삽교천,500톤 이상(Ⅳ지역),금강서해,Ⅰb,0,26.6,115999,0,1.001,민간(대행),"(주)티에스케이워터,(주)성지환경기술,백화환경산업건설(주)",11,2018-05-01,2022-03-01,안흥신항,0,0
충청남도,태안군,학암포,충청남도 태안군 원북면 방갈리    515-149,300,0,0,300,216.1,0,0,216.1,216.1,0,0,216.1,147.1,3.4,73.1,7.2,145.5,0.7,44.571,9.678,4.648,0.82,69654,5,97.7,31.1,HANT,환경신기술 제31호,0,0,0,0,2010-07-01,2010-07-01,8723,염소 자외선 오존 기타,금강,금강,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,23.1,101008,0,0.587,민간(대행),"(주)티에스케이워터,(주)성지환경기술",49,2012-04-01,2022-03-31,태안,0,0
충청남도,태안군,파도리,충청남도 태안군 소원면 파도리 894-1 894-1,200,0,0,200,168.8,0,0,168.8,168.8,0,0,168.8,129.3,3.4,63.5,7.7,126.2,1.5,38.29,7.921,4.02,0.63,54942,5,97.4,21.3,H-SBR,,0,0,0,0,2018-06-01,2018-06-01,10186,염소 자외선 오존 기타,금강,금강,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,22.7,99316,0,0.739,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2018-04-01,2023-03-31,태안,0,0
충청남도,태안군,고남,충청남도 태안군 고남면 고남리 2110번지,160,0,0,160,162.9,0,0,162.9,162.9,0,0,162.9,155.5,3.8,76.7,8.3,154.1,2.6,44.965,8.546,5.046,0.625,80058,21,97.6,24.7,FNR,,0,0,0,0,2015-03-18,2015-03-25,0,염소 자외선 오존 기타,금강,금강,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,25,109285,0,0.842,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,방포,충청남도 태안군 안면읍 승언리    1317-2,120,0,0,120,99.2,0,0,99.2,99.2,0,0,99.2,133.6,3.5,68.4,7.4,130.7,2.3,37.858,10.816,3.951,0.952,56019,40,97.4,12.9,HANT,환경신기술 제31호,0,0,0,0,2004-01-01,2004-01-01,530,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,9.4,40996,0,0.519,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,황도, ,110,0,0,110,50,0,0,50,50.6,0,0,50.6,128.8,3.4,65.1,6.9,127.3,2.5,36.135,10.35,3.78,0.917,49788,9,97.4,6.3,KNR,,0,0,0,0,2004-07-01,2004-07-01,626,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,10.5,45673,0,1.134,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,영목, ,100,0,0,100,86.6,0,0,86.6,86.3,0,0,86.3,127.8,3.1,63.8,6.4,122.6,0.8,33.521,11.609,3.599,0.935,48677,4,97.6,10.8,HANT,,0,0,0,0,2018-06-01,2020-06-01,2945,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,14.2,62130,0,1.51,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2020-06-01,2022-03-31,태안,0,0
충청남도,태안군,가경주,충청남도 태안군 고남면 고남리    807,80,0,0,80,59,0,0,59,59,0,0,59,120.9,3.5,62.8,6.9,122,1.7,36.078,10.357,3.748,0.82,50288,10,97.1,6.9,CNR,,0,0,0,0,2002-12-01,2002-12-01,310,염소 자외선 오존 ,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,11.4,49844,0,1.061,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,구례포,충청남도 태안군 원북면 황촌리    800-11,80,0,0,80,37.6,0,0,37.6,37.6,0,0,37.6,103.3,2.9,47.7,5.8,106.5,0.7,28.835,9.117,2.883,0.721,42808,2,97.2,3.8,HANT,환경신기술 제31호,0,0,0,0,2004-10-01,2004-10-01,804,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,15.5,67641,0,2.257,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,만수동,충청남도 태안군 고남면 고남리    432,80,0,0,80,35,0,0,35,35,0,0,35,126.2,3.3,64.4,6.7,126.5,0.8,34.479,10.053,3.585,0.868,46538,4,97.4,4.3,HANT,환경신기술 31호,0,0,0,0,2006-08-01,2006-08-01,775,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,14.2,62136,0,2.228,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,장댕이, ,70,0,0,70,40,0,0,40,40,0,0,40,136.7,3.5,66,6.8,146.8,0.7,39.504,10.657,4.201,0.893,71154,3,97.4,5.3,HANT,환경신기술 제31호,0,0,0,0,2013-03-13,2013-03-13,2100,염소 자외선 오존 기타,금강,한강,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,18.1,78947,0,2.474,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,대고지,충청남도 태안군 고남면 누동리    1176-3,60,0,0,60,34.3,0,0,34.3,34.3,0,0,34.3,109.8,3.1,53.8,5.8,109.7,0.6,31.733,8.565,3.266,0.834,38750,2,97.2,3.7,MBR,,0,0,0,0,2006-07-01,2006-07-01,615,자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,10.5,45942,0,1.679,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2012-04-01,2022-03-31,태안,0,0
충청남도,태안군,망미,충청남도 태안군 남면 몽산리    686-38,60,0,0,60,57.3,0,0,57.3,57.3,0,0,57.3,147.4,4,75.1,8.4,154.8,3.5,43.114,11.35,4.167,0.95,67962,59,97.3,8.2,CNR,,0,0,0,0,2002-12-01,2002-12-01,260,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,6.2,27286,0,0.598,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,정산포,충청남도 태안군 근흥면 정죽리    323,60,0,0,60,37.8,0,0,37.8,37.8,0,0,37.8,118.7,3.1,60.3,6.8,121.8,2,35.649,9.704,3.575,0.688,47327,44,97.4,4.4,IC-SBR,,0,0,0,0,2004-12-01,2004-12-01,461,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,5.3,23106,0,0.767,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,채석포,충청남도 태안군 근흥면 도황리    10-5,50,0,0,50,20,0,0,20,20,0,0,20,138.5,3.7,70.7,8.3,147.8,2.5,42.569,11.749,4.422,0.836,67442,64,97.3,2.7,RPS-SBR,"환경신기술지정 제141호, 환경기술검증 제83호",0,0,0,0,2009-01-01,2009-01-01,618,염소 자외선 오존 기타,금강,삽교천,삽교천,500톤 미만 50톤 이상,금강서해,Ⅰb,0,9,39119,0,2.46,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2012-04-01,2022-03-31,태안,0,0
충청남도,태안군,대야도, ,40,0,0,40,31.5,0,0,31.5,31.5,0,0,31.5,104.6,2.8,53.2,6,111.2,0.6,34.173,6.736,3.697,0.762,46667,4,97.3,3.2,HANT,,0,0,0,0,2007-01-01,2007-02-01,999,염소 자외선 오존 기타,금강,금강,삽교천,50톤 미만,금강서해,Ⅰb,0,12.5,54550,0,2.172,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,상중촌2,충청남도 태안군 안면읍 중장리 1210-2번지 ,12,0,0,12,4.5,0,0,4.5,4.5,0,0,4.5,119.9,3.5,59.6,7.8,124.5,3.4,36.967,15.311,4.04,1.443,52167,74,97.1,0.5,고효율 합병정화조,,0,0,0,0,1998-04-21,1998-04-21,103.8,염소 자외선 오존 기타,금강,금강,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,915,0,0.253,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,연방죽1,충남 태안군 태안읍 삭선리  285-3,12,0,0,12,6.6,0,0,6.6,6.6,0,0,6.6,133.7,3.8,67.3,8.4,135.5,3.1,39.623,16.042,4.257,1.462,51833,89,97.2,0.9,KDHST,,0,0,0,0,1997-01-01,1997-01-01,0,염소 자외선 오존 기타,금강,삭선천,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,984,0,0.188,자체,,0,,,태안,0,0
충청남도,태안군,연방죽2,충청남도 태안군 태안읍 삭선리 256-42 ,8,0,0,8,5.9,0,0,5.9,5.9,0,0,5.9,125,3.7,64.7,8.1,128.5,2.8,38.218,16.206,4.087,1.511,47167,105,97,0.7,KDHST,,0,0,0,0,1997-01-01,1997-01-01,0,염소 자외선 오존 기타,금강,삭선천,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,888,0,0.188,자체,,0,,,태안,0,0
충청남도,태안군,상중촌1,충청남도 태안군 안면읍 중장리 844번지 ,6,0,0,6,3.2,0,0,3.2,3.2,0,0,3.2,107.8,3.2,55.9,7,121.2,3,35.745,17.297,3.941,1.402,50667,87,97,0.3,고효율 합병정화조,,0,0,0,0,1998-01-01,1998-04-21,51.9,염소 자외선 오존 기타,금강,한강,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,815,0,0.315,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,상중촌3,충청남도 태안군 안면읍 중장리 1178번지 ,6,0,0,6,3.2,0,0,3.2,3.2,0,0,3.2,109.4,3.1,57.4,7.1,128,2.6,36.186,15.963,3.947,1.519,51750,99,97.2,0.3,고효율 합병정화조,,0,0,0,0,1998-04-21,1998-04-21,51.9,염소 자외선 오존 기타,금강,금강,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,1043,0,0.41,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2012-04-01,2022-03-31,태안,0,0
충청남도,태안군,상중촌4,충청남도 태안군 안면읍 중장리 876-21번지 ,6,0,0,6,3.4,0,0,3.4,3.4,0,0,3.4,108,3.2,55.1,7.1,127.7,3.5,36.838,15.143,3.992,1.545,51750,97,97,0.4,고효율 합병정화조,,0,0,0,0,1998-01-01,1998-04-21,47.9,염소 자외선 오존 기타,금강,금강,삽교천,50톤 미만,금강서해,Ⅰb,0,0.3,1517,0,0.563,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
충청남도,태안군,상중촌5,태안군 안면읍 중장리 585 ,4,0,0,4,3.9,0,0,3.9,3.9,0,0,3.9,120.7,3.4,62.4,7.8,131,3.3,37.448,13.676,4.106,1.495,55417,94,97.2,0.5,고효율 합병정화조,,0,0,0,0,1998-01-01,1998-04-21,34.6,염소 자외선 오존 기타,금강,금강,삽교천,50톤 미만,금강서해,Ⅰb,0,0.2,988,0,0.317,민간(대행),"(주)티에스케이워터,(주)성지환경기술",0,2017-04-01,2022-03-31,태안,0,0
전라북도,전주시,전주,전라북도 전주시 덕진구 송천동 2가1035 ,403000,0,0,403000,347339.9,0,0,347339.9,334762.1,0,0,334762.1,118.3,1.8,77.4,12.5,118,3.7,33.649,12.627,3.448,0.083,239081,136,98.5,40474,"표준활성슬러지법,CSBR,CNR",,118.1,0,314,42814.4,1990-03-30,1990-04-01,246551,염소 자외선 ,금강,전주천,새만금,500톤 이상(Ⅰ지역),만경강,Ⅲ,1.2,9478.7,40903962,111.7,0.153,민간(대행),전주개발(주),12294,2004-12-01,2024-11-30,전주,57,0
전라북도,전주시,전북혁신도시 수질복원센터,전라북도 전주시 덕진구 장동 144-3 ,16500,0,0,16500,12988.7,0,0,12988.7,12751.8,0,0,12751.8,309.7,0.9,143.7,4.8,256.2,1,54.708,4.807,6.193,0.03,407186,30,99.7,4010.5,KIMAS,,0,0,0,0,2015-05-04,2015-06-25,33208,염소 자외선 오존 기타,금강,조촌천,새만금,500톤 이상(Ⅰ지역),만경강,Ⅲ,0,0,0,0,0,민간(대행),테크로스환경서비스,3307,2020-09-01,2025-08-31,혁신도시,19,0
전라북도,전주시,매암,전주시 덕진구 남정동  632-3,190,0,0,190,170.3,0,0,170.3,170.3,0,0,170.3,124.1,1.9,87.4,4.4,151.8,2,45.182,14.238,4.832,1.525,152736,81,98.5,20.8,SNR,,0,0,0,0,2014-01-24,2014-01-24,4989,염소 자외선 오존 기타,금강,만경강,새만금,500톤 미만 50톤 이상,만경강,Ⅲ,0,1.9,8150,0,0.06,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,매암,1,0
전라북도,전주시,아중용계,전라북도 전주시 덕진구 우아동1가 477-1 ,75,0,75,0,233.6,0,0,233.6,233.6,0,0,233.6,113,1.7,79.9,3.3,137.1,1.5,41.467,13.242,4.535,1.477,46245,47,98.5,26,토양피복형접촉산화,,0,0,0,0,2009-04-01,2009-04-01,1400,염소 자외선 오존 기타,금강,소양천,새만금,500톤 미만 50톤 이상,만경강,Ⅲ,0,2.8,12056,0,0.065,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,아중용계,1,0
전라북도,전주시,추동,전라북도 전주시 완산구 원당동 814-3 ,60,0,60,0,105.2,0,0,105.2,105.2,0,0,105.2,120.6,1.8,85.8,4.1,144.9,2.1,44.013,13.986,4.767,1.536,143943,79,98.5,12.5,토양피복형접촉산화,,0,0,0,0,2008-06-01,2008-06-01,1123,염소 자외선 오존 기타,금강,전주천,새만금,500톤 미만 50톤 이상,만경강,Ⅲ,0,1.5,6455,0,0.077,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,추동,1,0
전라북도,전주시,삼거,전라북도 전주시 덕진구 금상동 1197 ,45,0,0,45,45,0,0,45,45,0,0,45,126.3,3.9,91.4,14.3,142.2,3.1,41.482,12.977,4.378,1.595,207750,1298,96.9,5.5,오폐수펄라이트담체,,0,0,0,0,2006-05-01,2006-05-01,803,염소 자외선 오존 기타,금강,소양천,새만금,50톤 미만,만경강,Ⅲ,0,6.1,26651,0,0.743,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,삼거,1,0
전라북도,전주시,공덕,전라북도 전주시 덕진구 금상동 904 ,40,0,0,40,155.7,0,0,155.7,155.7,0,0,155.7,111,2,82.8,4.6,133.4,1.9,39.312,12.162,4.446,1.556,148750,124,98.2,17,BRC,,0,0,0,0,2008-06-01,2008-06-01,1011,염소 자외선 오존 기타,금강,소양천,새만금,50톤 미만,만경강,Ⅲ,0,4.9,21350,0,0.172,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,공덕,1,0
전라북도,전주시,원산정,전라북도 전주시 덕진구 산정동 133 ,40,0,0,40,18.4,0,0,18.4,18.4,0,0,18.4,121.6,3.2,89.8,14.2,145.7,4,42.365,14.182,4.717,1.797,163750,963,97.4,2.2,분뇨 및 고농도 유기오폐수의 고도처리공법,,0,0,0,0,2006-07-01,2006-07-01,810,염소 자외선 오존 기타,금강,소양천,새만금,50톤 미만,만경강,Ⅲ,0,4.9,21551,0,1.471,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,원산정,1,0
전라북도,전주시,도도,전라북도 전주시 덕진구 도도동 54-1 ,30,0,0,30,27.4,0,0,27.4,27.4,0,0,27.4,109.1,3.7,82.5,8.8,130.1,2.1,40.49,12.505,4.534,1.541,142000,117,96.6,2.9,분뇨 및 고농도 유기오폐수의 고도처리공법,,0,0,0,0,2007-07-01,2007-07-01,1204,염소 자외선 오존 기타,금강,만경강,새만금,50톤 미만,만경강,Ⅲ,0,3,13112,0,0.6,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,도도,1,0
전라북도,전주시,삼천,전라북도 전주시 덕진구 금상동 261 ,30,0,0,30,31.5,0,0,31.5,31.5,0,0,31.5,105.6,2.6,74.7,4,128,3.2,38.685,12.55,4.321,1.557,147500,112,97.5,3.2,분뇨 및 고농도 유기오폐수의 고도처리공법,,0,0,0,0,2005-05-01,2005-05-01,517,염소 자외선 오존 기타,금강,소양천,새만금,50톤 미만,만경강,Ⅲ,0,2.4,10675,0,0.426,민간(대행),"테크로스환경서비스,(주)한백종합건설",37.5,2020-09-01,2025-08-31,삼천,1,0
