시도,구군,시설명,소재지,시설용량,물리적,생물학적,고도,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리효율,처리부하량,처리방법,적용신기술,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,준공일,가동개시일,사업비(백만원),방류수 소독방법,수계,지류,세부단위 구역,지역구분,명칭,목표수질(BOD),재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,운영주체,위탁업체명,위탁비용,위탁계약기간(시작),위탁계약기간(종료),중심처리시설,직원총수(명),안전사고건수
경기도,여주시,천남,대신면 현남길 259  ,80,0,0,80,68.4,0,0,68.4,60.5,0,0,60.5,155.2,5.5,77.6,10.2,171.8,4,38.151,12.86,5.53,0.781,126635,710,96.5,10.2,KSBNR,,0,0,0,0,2007-11-26,2007-12-10,4289,염소 자외선 오존 기타,한강,한천,팔당댐상류,500톤 미만 50톤 이상,남한강하류,Ⅰb,0,8,34811,0,0.722,민간(대행),환경관리주식회사,0,2016-09-01,2021-08-31,여주,0,0
경기도,여주시,당남,대신면 여양로 1813-35 ,60,0,0,60,55.1,0,0,55.1,55.1,0,0,55.1,149.1,5.4,100.8,10.5,193.3,4.9,37.128,12.909,4.926,0.713,111846,720,96.4,7.9,BCS,,0,0,0,0,2003-07-18,2005-12-16,886,염소 자외선 오존 기타,한강,남한강,팔당댐상류,500톤 미만 50톤 이상,남한강하류,Ⅰb,0,3.5,15461,0,0.352,민간(대행),환경관리주식회사,0,2013-09-01,2021-08-31,여주,0,0
경기도,여주시,내양Ⅰ,능서면 내양2길 33-2 ,50,0,0,50,38.3,0,0,38.3,33.8,0,0,33.8,147.5,5.3,78.4,10.2,192,3.9,34.463,12.51,5.334,0.803,120577,700,96.4,5.4,KSBNR,,0,0,0,0,2007-11-26,2007-12-10,1932,염소 자외선 오존 기타,한강,남한강,팔당댐상류,500톤 미만 50톤 이상,남한강하류,Ⅰb,0,4,17552,0,0.655,민간(대행),환경관리주식회사,0,2013-09-01,2021-08-31,여주,0,0
경기도,여주시,장암,북내면 장암1길 13  ,50,0,0,50,21.9,0,0,21.9,21.9,0,0,21.9,153.2,6,95.4,11.7,157.9,5.1,38.357,12.19,4.808,0.893,112736,716,96.1,3.2,KSBNR,,0,0,0,0,2006-09-11,2006-09-11,442,염소 자외선 오존 기타,한강,장암천,팔당댐상류,500톤 미만 50톤 이상,남한강하류,Ⅰb,0,3.3,14521,0,0.832,민간(대행),환경관리주식회사,0,2016-09-01,2021-08-31,여주,0,0
경기도,여주시,주록,경기도 여주시 금사면 장흥로 86 ,35,0,0,35,30,0,0,30,30,0,0,30,142.8,6.1,95.7,10.9,188.9,5.4,35.093,13.532,4.561,0.898,116167,629,95.7,4.1,IC-SBR,,0,0,0,0,2014-01-10,2014-01-10,2500,염소 자외선 오존 기타,한강,복하천,팔당댐상류,50톤 미만,남한강하류,Ⅰb,0,1.5,6630,0,0.278,민간(대행),"환경관리주식회사,환경시설관리(주)",0,2016-09-01,2021-08-31,여주,0,0
경기도,여주시,성신,점동면 성주로 636 ,34,0,0,34,6.9,0,0,6.9,6.9,0,0,6.9,171.6,5.3,79.2,11.4,205.3,5.2,33.993,12.481,3.708,0.867,126333,875,96.9,1.1,IC-SBR,,0,0,0,0,1991-12-08,1991-12-08,174,염소 자외선 오존 기타,한강,청미천,팔당댐상류,50톤 미만,남한강하류,Ⅰb,0,0.2,805,0,0.147,민간(대행),환경관리주식회사,0,2013-09-01,2021-08-31,여주,0,0
경기도,여주시,멱곡,여주시 멱곡2길 37-13 ,25,0,0,25,13.6,0,0,13.6,13.6,0,0,13.6,154.7,5.8,105.9,11.5,204.7,4.8,30.78,13.373,6.673,0.883,126833,747,96.3,2,KSBNR,,0,0,0,0,1997-07-04,1997-07-04,131,염소 자외선 오존 기타,한강,연양천,팔당댐상류,50톤 미만,남한강하류,Ⅰb,0,6.1,26477,0,2.451,민간(대행),환경관리주식회사,0,2013-09-01,2021-08-31,여주,0,0
경기도,여주시,외사,흥천면 지경계길49 ,25,0,0,25,31.6,0,0,31.6,31.6,0,0,31.6,143.5,6,103.5,11,193.6,5.3,30.048,13.236,7.307,1.05,132833,950,95.8,4.3,KSBNR,,0,0,0,0,1996-11-11,1996-11-11,118,염소 자외선 오존 기타,한강,복하천,팔당댐상류,50톤 미만,남한강하류,Ⅰb,0,3.5,15243,0,0.605,민간(대행),환경관리주식회사,0,2013-09-01,2021-08-31,여주,0,0
경기도,연천군,연천,경기도 연천군 군남면 남계리 24-1 ,17000,0,0,17000,17017.2,0,0,17017.2,15689.3,0,0,15689.3,91.7,3.1,84.4,6.7,107.1,3.1,36.633,11.744,5.729,0.125,32730,32,96.6,1507.4,DeNiPho,,24.5,224.4,0,0,1998-06-20,1998-06-20,30359,자외선 ,한강,한탄강,임진강,500톤 이상(Ⅲ지역),한탄강,Ⅰb,0,681.8,2977254,0,0.238,민간(대행),"(주)보람,테크로스환경서비스",6799,2019-01-01,2023-12-31,,17,1
경기도,연천군,임진,경기도 연천군 미산면 동이리 313 ,2300,0,0,2300,1380.4,0,0,1380.4,1168.4,0,0,1168.4,81.4,2.5,73.8,5.6,84,2.9,25.733,7.137,2.664,0.108,39142,73,96.9,108.9,KIDEA,,0,0,0,0,2012-06-25,2012-08-25,37126,자외선 ,한강,임진강,임진강,500톤 이상(Ⅲ지역),임진강하류,Ⅰb,18.4,158.6,565095,29.2,0.607,민간(대행),"(주)보람,테크로스환경서비스",0,2019-01-01,2023-12-31,,6,0
경기도,연천군,청산,경기도 연천군 청산면 장탄리 340 ,2100,0,0,2100,1504.4,0,0,1504.4,1370.1,0,0,1370.1,108.4,2.4,100.1,5.3,117.4,2.2,53.974,4.568,6.004,0.105,49948,84,97.8,159.5,KIDEA,,0,0,0,0,2012-01-17,2013-08-27,21801,,한강,한탄강,임진강,500톤 이상(Ⅲ지역),한탄강,Ⅰb,0,134.1,585721,0,0.537,민간(대행),"(주)보람,테크로스환경서비스",0,2019-01-01,2023-12-31,,5,0
경기도,연천군,신서,경기도 연천군 신서면 도신리 135 ,2000,0,0,2000,1820.1,0,0,1820.1,1702.3,0,0,1702.3,82.6,2.8,78.2,5.6,92.7,2.6,26.07,6.573,3.156,0.146,33612,66,96.6,145.2,KIDEA,,0,0,0,0,2002-05-30,2002-05-30,10606,염소 ,한강,차탄천,임진강,500톤 이상(Ⅲ지역),한탄강,Ⅰb,0,97.4,425225,0,0.314,민간(대행),"(주)보람,테크로스환경서비스",0,2019-01-01,2023-12-31,,5,0
경기도,연천군,백학물새롬센터,경기도 연천군 백학면 전동리 103번지(장백로 790-40) ,1700,0,0,1700,1156.7,0,0,1156.7,1041.6,0,0,1041.6,84.6,2.1,78.5,4.9,90.7,1.9,28.224,8.141,3.123,0.059,39628,20,97.5,95.4,DeNiPho,,0,0,0,0,2015-12-14,2017-06-01,43861,염소 자외선 오존 기타,한강,석장천,임진강,500톤 이상(Ⅲ지역),임진강하류,Ⅰb,0,145.4,634774,0,0.765,민간(대행),"테크로스환경서비스,(주)보람",0,2019-01-01,2023-12-31,,5,0
경기도,연천군,원당,경기도 연천군 장남면 고랑포리 219번지 일원,230,0,0,230,150.8,0,0,150.8,149,0,0,149,96.2,4.5,89.6,10.2,104.3,4.8,30.796,7.786,3.838,1.088,57019,912,95.3,13.8,BCS,,0,0,0,0,2015-08-30,2016-01-01,9176,염소 자외선 오존 기타,한강,임진강,임진강,500톤 미만 50톤 이상,임진강하류,Ⅰb,0,17.5,76430,0,0.644,민간(대행),"테크로스환경서비스,(주)보람",0,2019-01-01,2023-12-31,,1,0
경기도,연천군,동중리,연천군 왕징면 동중리 447 ,35,0,35,0,35,0,35,0,35,0,35,0,89.2,4.9,81.6,11.9,94.8,5.4,31.407,14.271,3.657,1.586,58750,958,94.5,3,KDHST,,0,0,0,0,1999-12-06,1999-12-06,120,염소 자외선 오존 기타,한강,노동천,임진강,50톤 미만,임진강하류,Ⅰb,0,0.4,1691,0,0.061,민간(대행),"테크로스환경서비스,(주)보람",0,2019-01-01,2023-12-31,,1,0
경기도,가평군,가평,경기도 가평군 가평읍 달전리 364 ,11500,0,0,11500,10843.4,0,0,10843.4,9196.8,0,0,9196.8,240.9,1.5,130,5.9,240,2.6,60.356,8.219,5.573,0.047,173552,77,99.4,2596.5,DNR,,0,0,69.3,0,1998-12-01,1998-12-01,27206,자외선 ,한강,북한강,북한강하류,500톤 이상(Ⅱ지역),청평댐,Ⅰa,2,562,2404138,11.5,0.328,민간(대행),(주)파이닉스 알앤디,1137.6,2020-10-01,2025-09-30,,20,0
경기도,가평군,청평,경기도 가평군 청평면 대성리 23-1 ,9300,0,0,9300,8691.3,0,0,8691.3,7801.1,0,0,7801.1,249.1,1.7,118.7,4.6,249.4,1.8,49.95,7.384,4.801,0.041,170279,61,99.3,2149.8,HBR-II,,0,0,0,0,1998-12-01,1998-12-01,26083,자외선 ,한강,조종천,북한강하류,500톤 이상(Ⅰ지역),청평댐,Ⅰa,0,543.1,2371740,0,0.382,민간(대행),(주)파이닉스 알앤디,786.1,2020-10-01,2025-09-30,,17,0
경기도,가평군,현리,경기도 가평군 상면 항사리 149 ,5000,0,0,5000,4027.7,0,0,4027.7,3214.5,0,0,3214.5,219.8,1.5,129.1,4.8,206.6,1.7,44.377,4.411,4.323,0.038,149290,30,99.3,879.1,KIDEA,,0,0,0,0,2004-08-31,2004-09-01,12465.8,자외선 ,한강,조종천,북한강하류,500톤 이상(Ⅰ지역),청평댐,Ⅰa,0,305.5,1334012,0,0.521,민간(대행),(주)파이닉스 알앤디,432.8,2020-10-01,2025-09-30,,5,0
경기도,가평군,북면,경기도 가평군 북면 이곡리 586-4 ,1300,0,1300,0,1324.3,0,1324.3,0,1138.7,0,1138.7,0,237.3,1.5,116.5,4.4,237.9,1.6,47.954,7.901,4.678,0.043,165128,48,99.4,312.4,장기포기법,,0,0,0,0,2000-06-11,2000-06-12,6105,자외선 ,한강,가평천,북한강하류,500톤 이상(Ⅱ지역),청평댐,Ⅰa,0,91,397413,0,0.438,민간(대행),(주)파이닉스 알앤디,234.5,2020-10-01,2025-09-30,가평,0,0
경기도,가평군,신천,경기도 가평군 설악면 신천리 523 ,1300,0,0,1300,1181.7,0,0,1181.7,892.8,0,0,892.8,243.7,1.6,125,6.1,235.6,1.8,43.382,4.782,4.43,0.039,161331,32,99.3,286,BCS,,0,0,0,0,2007-03-25,2007-04-08,10129,자외선 ,한강,미원천,북한강하류,500톤 이상(Ⅰ지역),청평댐,Ⅰa,0,140.2,612399,0,0.861,민간(대행),(주)파이닉스 알앤디,236,2020-10-01,2025-09-30,,10,0
경기도,가평군,삼회,경기도 가평군 청평면 삼회리 475-1 ,1000,0,0,1000,575.4,0,0,575.4,548.4,0,0,548.4,235.1,1.5,116.4,4.8,235.2,1.5,42.091,4.2,4.122,0.029,151893,26,99.4,134.5,BCS,,0,0,0,0,2006-10-18,2006-11-08,14565,자외선 ,한강,북한강,북한강하류,500톤 이상(Ⅰ지역),청평댐,Ⅰa,0,108.2,472306,0,1.081,민간(대행),(주)파이닉스 알앤디,287.2,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,천안,경기도 가평군 설악면 천안리 770-11 ,750,0,0,750,554.5,0,0,554.5,436.3,0,0,436.3,249.8,1.7,128.2,6.2,251.7,1.7,45.923,4.893,4.771,0.036,166396,37,99.3,137.5,BCS-II,,0,0,0,0,2012-12-12,2013-03-05,13246,자외선 ,한강,벽계천,북한강하류,500톤 이상(Ⅰ지역),의암댐,Ⅰa,0,81.8,357323,0,1.028,민간(대행),(주)파이닉스 알앤디,315.3,2020-10-01,2025-09-30,신천,0,0
경기도,가평군,산유,경기도 가평군 가평읍 산유리 149번지 일원 ,400,0,0,400,213.2,0,0,213.2,213.2,0,0,213.2,182.4,2,115.3,5.9,179.2,1.4,52.329,7.459,5.354,0.764,135455,31,98.9,38.5,KSMBR,,0,0,0,0,2016-07-28,2017-01-01,6824,염소 자외선 오존 기타,한강,산유천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,49.9,217959,0,1.283,민간(대행),(주)파이닉스 알앤디,116.6,2020-10-01,2025-09-30,가평,0,0
경기도,가평군,운악산,경기도 가평군 조종면 운악리 459번지,400,0,400,0,84.4,0,84.4,0,84.4,0,84.4,0,166.4,3.3,114.2,8.5,162.1,3.5,53.023,7.997,5.363,0.795,139273,70,98,13.8,고도접촉산화법,,0,0,0,0,2002-10-04,2002-10-04,621,염소 자외선 오존 기타,한강,조종천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,20.4,89253,0,1.327,민간(대행),(주)파이닉스 알앤디,53.2,2020-10-01,2025-09-30,현리,0,0
경기도,가평군,고성,청평면 고성리 58 ,300,0,0,300,62.9,0,0,62.9,62.9,0,0,62.9,189.7,2.5,120.9,7.1,189.4,2.5,49.972,6.355,4.989,0.547,172000,93,98.7,11.8,K-MBR,,0,0,0,0,2005-02-01,2005-02-01,2328,염소 자외선 오존 기타,한강,북한강,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,11,48156,0,0.961,민간(대행),(주)파이닉스 알앤디,29.1,2020-10-01,2025-09-30,가평,0,0
경기도,가평군,설곡,경기도 가평군 설악면 설곡리 726번지 일원 ,180,0,0,180,85.4,0,0,85.4,85.4,0,0,85.4,193.2,1.6,115.7,4.7,212.9,1.4,51.675,7.521,5.072,0.537,145073,24,99.2,16.4,KSMBR,,0,0,0,0,2016-07-28,2017-01-01,9529,염소 자외선 오존 기타,한강,미원천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,38.4,167850,0,2.468,민간(대행),(주)파이닉스 알앤디,69.6,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,이화,가평읍 이화리 9-1 ,120,0,0,120,85.6,0,0,85.6,85.6,0,0,85.6,198.8,3.1,125.1,7.8,198.5,2.9,51.492,6.726,5.585,0.824,166745,64,98.4,16.7,BBF-DNS,,0,0,0,0,2008-09-01,2008-09-01,2051,염소 자외선 오존 기타,한강,이화천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,11.1,48318,0,0.708,민간(대행),(주)파이닉스 알앤디,36.4,2020-10-01,2025-09-30,가평,0,0
경기도,가평군,샛말,가평군 조종면 신하리 463-14 ,110,0,0,110,70.3,0,0,70.3,70.3,0,0,70.3,198.2,3.7,130.4,9.9,196.3,4.4,55.758,8.436,5.673,0.759,171782,90,98.1,13.7,BBF-DNS,,0,0,0,0,2008-09-01,2008-09-01,2345,염소 자외선 오존 기타,한강,조종천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,14.1,61422,0,1.097,민간(대행),(주)파이닉스 알앤디,23.4,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,마일,경기도 가평군 조종면 마일리 383-2 ,100,0,0,100,67.2,0,0,67.2,67.2,0,0,67.2,173,1.8,122,5.9,162.3,1.6,49.997,7.288,4.894,0.643,132127,35,99,11.5,KSMBR,,0,0,0,0,2016-07-28,2017-01-01,4389.3,염소 자외선 오존 기타,한강,마일천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,24.9,108821,0,2.033,민간(대행),(주)파이닉스 알앤디,17.6,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,양동,가평군 조종면 신상리 809 ,100,0,0,100,47.4,0,0,47.4,47.4,0,0,47.4,191.4,3.4,127.3,9.2,190.5,3.6,56.281,7.98,5.339,0.555,181273,104,98.2,8.9,KNR,,0,0,0,0,2008-09-01,2008-09-01,2458,염소 자외선 오존 기타,한강,조종천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,13.3,58138,0,1.541,민간(대행),(주)파이닉스 알앤디,89.6,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,미사,설악면 미사리 437-2 ,80,0,0,80,80,0,0,80,80,0,0,80,182.2,3.1,122.1,8.2,180.9,3.5,52.144,7.63,4.792,0.436,146091,43,98.3,14.3,BBF-DNS,,0,0,0,0,2008-09-01,2008-09-01,2058,자외선 오존 기타,한강,미사천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,10.7,46930,0,0.737,민간(대행),(주)파이닉스 알앤디,29,2020-10-01,2025-09-30,신천,0,0
경기도,가평군,호명,청평면 호명리 265-3 ,80,0,0,80,76.9,0,0,76.9,76.9,0,0,76.9,168.8,2,98.4,5.2,168.7,3.1,43.628,6.095,4.067,0.336,127036,29,98.8,12.8,BBF-DNS,,0,0,0,0,2008-09-01,2008-09-01,1500,염소 자외선 오존 기타,한강,북한강,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,10.9,47602,0,0.777,민간(대행),(주)파이닉스 알앤디,17.5,2020-10-01,2025-09-30,청평,0,0
경기도,가평군,상천,청평면 상천리 605 ,70,0,0,70,58.7,0,0,58.7,58.7,0,0,58.7,206.7,3.9,135.6,10.1,215.6,4.7,57.923,8.526,6.064,0.849,180545,66,98.1,11.9,BBF-DNS,,0,0,0,0,2008-09-01,2008-09-01,2670,염소 자외선 오존 기타,한강,수리천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,7.2,31567,0,0.675,민간(대행),(주)파이닉스 알앤디,21.8,2020-10-01,2025-09-30,가평,0,0
경기도,가평군,은개,경기도 가평군 조종면 대보리 47번지 ,50,0,0,50,26.9,0,0,26.9,26.9,0,0,26.9,176.9,1.6,110.9,4.6,187.5,1.7,54.923,8.376,5.629,0.886,137818,34,99.1,4.7,K-MBR,,0,0,0,0,2011-03-02,2011-03-02,1362,염소 자외선 오존 기타,한강,조종천,북한강상류,500톤 미만 50톤 이상,춘천댐,Ⅰa,0,22.1,96537,0,4.586,민간(대행),(주)파이닉스 알앤디,5.9,2020-10-01,2025-09-30,현리,0,0
경기도,가평군,물푼,경기도 가평군 설악면 회곡리  96-1번지,40,0,0,40,15.1,0,0,15.1,15.1,0,0,15.1,173.5,1.7,105.8,5,177.5,1.5,49.573,7.193,5.008,0.666,130909,31,99,2.6,K-MBR,,0,0,0,0,2011-03-01,2011-03-01,712,염소 자외선 오존 기타,한강,미원천,북한강하류,50톤 미만,청평댐,Ⅰa,0,13.7,59615,0,4.957,민간(대행),(주)파이닉스 알앤디,17.4,2020-10-01,2025-09-30,신천,0,0
경기도,양평군,양평,경기도 양평군 옥천면 경강로 1496 ,16000,0,0,16000,15614.7,0,0,15614.7,13351.9,0,0,13351.9,177.5,1.8,91.8,6.5,165.3,3,29.093,6.58,3.699,0.12,101085,106,99,2743.9,"표준활성슬러지법,5 stage-BNR",IPR Process,0,138.3,0,0,1994-01-30,1994-01-30,55513,자외선 ,한강,사탄천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,8.9,653.9,2602546,57.9,0.245,공기업,양평공사,1507,2018-01-01,2022-12-31,양평,9,0
경기도,양평군,강하,경기도 양평군 강하면 강남로 91 ,5700,0,0,5700,4418.9,0,0,4418.9,4319,0,0,4319,153.3,1.2,79.4,4.6,160,1.6,23.517,5.029,3.088,0.036,73802,52,99.2,672,산화구변법,,0,0,0,0,1998-04-29,1998-04-29,29025,자외선 ,한강,한강,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,14,336.9,1266045,47,0.368,공기업,양평공사,531,2018-01-01,2022-12-31,강하,6,0
경기도,양평군,용문,경기도 양평군 어수길 8-23   ,4700,0,0,4700,3546.5,0,0,3546.5,3061.1,0,0,3061.1,245.8,1.7,121.2,7.7,186.1,2.3,42.847,5.7,5.349,0.098,117284,35,99.3,865.6,"장기포기법,P/L-Ⅱ,KSMBR",,0,0,0,0,1993-07-06,1993-07-06,17368,자외선 ,한강,흑천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,0,353.6,1544250,0,0.633,공기업,양평공사,480,2018-01-01,2022-12-31,용문,6,0
경기도,양평군,양서,경기도 양평군 양서면 양수리 814-1 ,3000,0,0,3000,2643.6,0,0,2643.6,2130.7,0,0,2130.7,188.8,2,92.5,7.3,169.3,5.1,32.708,4.942,4.352,0.087,93198,65,98.9,493.6,"장기포기법,ICEAS",,0,0,0,0,1993-10-12,1993-10-12,19562,자외선 ,한강,북한강,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,0,141.9,619799,0,0.365,공기업,양평공사,500,2018-01-01,2022-12-31,양서,4,0
경기도,양평군,단월,경기도 양평군 용문로 932   ,1700,0,0,1700,1908.2,0,0,1908.2,1666.8,0,0,1666.8,152,0.9,88.2,4.8,160.7,1.3,22.023,6.074,3.622,0.029,77048,43,99.4,288.3,KNR,IPR Process,0,0,0,0,2010-10-31,2010-11-17,27725,자외선 ,한강,흑천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,27.6,128.4,406041,35.4,0.306,공기업,양평공사,356,2018-01-01,2022-12-31,단월,4,0
경기도,양평군,서종,경기도 양평군 북한강로 629   ,1700,0,0,1700,1305.5,0,0,1305.5,1206.5,0,0,1206.5,188.2,0.8,101.5,5.1,228.4,1.7,31.636,9.784,4.157,0.049,76789,29,99.6,244.7,"토양피복형접촉산화,KNR,KSMBR",IPR Process,0,0,0,0,1998-04-29,1998-04-29,13308,자외선 ,한강,문호천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,10,231.6,909615,23.3,0.946,공기업,양평공사,348,2018-01-01,2022-12-31,서종,4,0
경기도,양평군,용문산,양평군 용문면 신점리 312-8,1700,0,0,1700,598.9,0,0,598.9,462.9,0,0,462.9,90.6,0.6,58.2,3.6,124.9,1.1,17.091,9.167,2.149,0.034,41687,1,99.3,53.9,"DeNiPho,중력식섬유여과",DeNiPho,0,0,0,0,2016-05-28,2016-06-16,12902,염소 자외선 오존 기타,한강,용문천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,0,64.3,280965,0,0.762,공기업,양평공사,323,2016-06-22,2022-12-31,용문산,4,0
경기도,양평군,지평,경기도 양평군 지평면 지평로 136 (월산리) ,1000,0,0,1000,968.2,0,0,968.2,846.4,0,0,846.4,93.6,1,63.4,4.7,112.8,2.1,21.036,7.065,2.611,0.032,43223,17,98.9,89.6,ICEAS,IPR Process,0,0,0,0,2004-10-25,2004-10-25,14122,자외선 ,한강,지평천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,22.8,66.8,225187,15.2,0.334,공기업,양평공사,308,2018-01-01,2022-12-31,지평,4,0
경기도,양평군,하자포,경기도 양평군 개군면 하자포리    ,900,0,0,900,573.7,0,0,573.7,568.4,0,0,568.4,182.5,0.6,85.5,4.6,167.8,0.7,32.331,5.09,4.3,0.022,102063,14,99.7,104.4,"DeNiPho,KSMBR",IPR process,0,0,0,0,1993-07-12,1993-07-12,8464,자외선 ,한강,향리천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,0,123.3,538577,0,1.189,공기업,양평공사,323,2018-01-01,2022-12-31,하자포,5,0
경기도,양평군,곡수,경기도 양평군 지평면 곡수리 147 ,700,0,0,700,557.7,0,0,557.7,391.5,0,0,391.5,107.1,0.9,76.4,5.5,190.9,2.2,20.568,7.94,2.926,0.053,52687,40,99.2,59.3,ICEAS,,0,0,0,0,2008-03-20,2008-03-20,12130,자외선 ,한강,곡수천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,15.8,48.6,178394,7.7,0.572,공기업,양평공사,300,2018-01-01,2022-12-31,곡수,4,0
경기도,양평군,양동,경기도 양평군 양동면 삼산리 1349-30 ,500,0,0,500,468,0,0,468,445.9,0,0,445.9,143.6,4.2,84.3,8.5,154,5.6,25.677,12.585,3.356,0.163,76551,85,97.1,65.3,P/L-Ⅱ,,0,0,0,0,2010-02-12,2010-02-12,8829,염소 ,한강,삼산천,팔당댐상류,500톤 이상(Ⅲ지역),팔당댐,Ⅰa,0,56.2,245460,0,0.691,공기업,양평공사,212,2018-01-01,2022-12-31,양동,4,0
경기도,양평군,창대리,경기도 양평군 충신로 357   ,500,0,0,500,271.9,0,0,271.9,247.3,0,0,247.3,120,1.3,71.6,4.9,134.1,1.2,30.594,4.956,4.125,0.042,58945,10,98.9,32.3,"장기포기법,BAT",,0,0,0,0,1992-12-09,1992-12-09,1897,자외선 ,한강,도곡천,팔당댐상류,500톤 이상(Ⅰ지역),팔당댐,Ⅰa,0,42.1,183930,0,0.934,공기업,양평공사,174,2018-01-01,2022-12-31,창대리,4,0
경기도,양평군,석장리,개군면 석장리 693 ,350,0,0,350,69.8,0,0,69.8,69.8,0,0,69.8,66.5,2.3,58.1,6.6,91.1,4.7,27.802,12.605,3.201,0.336,40714,36,96.5,4.5,BAT,,0,0,0,0,1992-12-09,1992-12-09,972,염소 자외선 오존 기타,한강,남한강,남한강상류,500톤 미만 50톤 이상,남한강상류,Ⅰa,0,23.4,102029,0,1.835,공기업,양평공사,60,2018-01-01,2022-12-31,하자포,5,0
경기도,양평군,금왕,양동면 금왕리 1300-8 ,220,0,0,220,84.9,0,0,84.9,84.9,0,0,84.9,104.3,6.5,85.1,16.8,162.7,8.2,28.337,15.119,3.55,1.47,56090,226,93.8,8.3,SWPP,,0,0,0,0,2007-08-01,2007-08-01,5080,염소 자외선 오존 기타,한강,석곡천,팔당댐상류,500톤 미만 50톤 이상,팔당댐,Ⅰa,0,17.7,77441,0,1.144,공기업,양평공사,46,2018-01-01,2022-12-31,양동,4,0
경기도,양평군,매월,양동면 매월리 1010 ,220,0,0,220,179.6,0,0,179.6,179.6,0,0,179.6,80.8,6.2,63.7,9.8,150.1,7.8,21.174,13.246,2.465,1.451,26443,130,92.3,13.4,CNR,,0,0,0,0,2007-08-01,2007-08-01,6089,염소 자외선 오존 기타,한강,매월천,팔당댐상류,500톤 미만 50톤 이상,팔당댐,Ⅰa,0,14.6,63953,0,0.447,공기업,양평공사,48,2018-01-01,2022-12-31,양동,4,0
경기도,양평군,세월리,강상면 세월리 614-7 ,210,0,0,210,70.7,0,0,70.7,70.7,0,0,70.7,56.2,1.4,53.3,4.7,121.1,1.9,21.687,9.828,2.679,0.91,34468,26,97.5,3.9,BAT,,0,0,0,0,1991-07-01,1991-07-01,929,염소 자외선 오존 기타,한강,세월천,남한강상류,500톤 미만 50톤 이상,남한강상류,Ⅰa,0,4.6,19968,0,0.355,공기업,양평공사,50,2018-01-01,2022-12-31,강하,6,0
경기도,양평군,봉성2리,양평읍 원덕리 137-5 ,180,0,0,180,59.7,0,0,59.7,59.7,0,0,59.7,69.8,6.5,54.7,9.4,91.7,6.1,26.968,15.301,3.159,1.535,65288,421,90.7,3.8,D-MEDIA,,0,0,0,0,2008-01-17,2008-01-17,1820,염소 자외선 오존 기타,한강,도곡천,남한강상류,500톤 미만 50톤 이상,남한강상류,Ⅰa,0,11.8,51526,0,1.102,공기업,양평공사,48,2018-01-01,2022-12-31,창대리,4,0
경기도,양평군,정배리,서종면 정배리 482-1 ,150,0,0,150,177.9,0,0,177.9,177.9,0,0,177.9,88,5.5,58.9,10.2,109.5,8.3,22.943,14.039,2.751,0.717,70031,121,93.8,14.7,Symbio,,0,0,0,0,2009-08-20,2009-08-20,4873,염소 자외선 오존 기타,한강,문호천,북한강하류,500톤 미만 50톤 이상,청평댐,Ⅰa,0,11.2,49099,0,0.346,공기업,양평공사,59,2018-01-01,2022-12-31,서종,4,0
