시설용량,생물학적,고도,유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,생물학적 방류량,고도 방류량,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),목표수질(BOD)_0,목표수질(BOD)_1,목표수질(BOD)_2,재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도_0,시도_1,시도_2,시도_3,시도_4,운영주체_0,운영주체_1,지역구분_0,지역구분_1,지역구분_2,수계_0,수계_1,수계_2,준공일_day,가동개시일_day,방류수소독방법_염소,방류수소독방법_자외선,방류수소독방법_오존,방류수소독방법_기타,처리효율
35,0,35,16.0,0.0,16.0,16.0,0.0,16.0,96.2,13.5,224.2,7.0,45.398,15.74,5.726,2.44,92208,99,1.3,0.0,0.0,0.0,0.0,602.0,0,0,1,0.0,5.8,25120.0,0.0,1.967,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4231,4231,1,1,1,1,92.9
50,0,50,35.6,0.0,35.6,35.6,0.0,35.6,49.1,6.0,143.6,3.0,36.919,10.355,4.704,1.305,38769,30,2.1,0.0,0.0,0.0,0.0,240.0,1,0,1,0.0,7.9,34569.0,0.0,1.22,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,6393,6393,1,1,1,1,94.6
1800,0,1800,2003.2,0.0,2003.2,1966.2,0.0,1966.2,67.4,6.8,87.1,4.3,20.67,5.296,2.182,0.0969999999999999,20474,31,257.2,0.0,0.0,0.0,0.0,9534.0,0,0,1,0.0,91.0,397191.0,0.0,0.254,0.0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,5479,5478,0,1,0,0,98.9
110,0,110,55.0,0.0,55.0,55.0,0.0,55.0,75.5,10.2,86.4,6.4,36.945,12.489,4.42,1.38,52154,56,5.9,0.0,0.0,0.0,0.0,2222.0,0,1,1,0.0,8.1,35319.0,0.0,0.8079999999999999,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,2366,1529,1,1,1,1,96.3
60,0,60,54.6,0.0,54.6,54.6,0.0,54.6,44.1,4.5,52.8,2.0,14.811,7.042000000000001,1.974,0.6459999999999999,21235,10,2.2,0.0,0.0,0.0,0.0,1470.0,1,0,1,0.0,13.7,59957.0,0.0,1.379,7.3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4048,4048,1,1,1,1,97.1
53,0,53,36.9,0.0,36.9,36.9,0.0,36.9,67.1,19.0,77.1,6.2,29.134,13.481,3.636,1.388,488679,1410,3.7,0.0,0.0,0.0,0.0,189.4,1,0,0,0.0,3.6,15661.0,0.0,0.536,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4779,4779,1,1,1,1,94.9
60,0,60,54.7,0.0,54.7,54.7,0.0,54.7,47.9,7.0,73.2,4.5,29.27,9.879,3.161,0.602,41225,75,3.7,0.0,0.0,0.0,0.0,2116.0,1,0,0,0.0,11.7,51257.0,0.0,1.177,10.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,3474,3474,1,1,1,1,95.0
30,0,30,21.7,0.0,21.7,20.0,0.0,20.0,117.1,7.2,128.8,2.4,40.82,8.009,4.71,0.6990000000000001,153333,138,2.6,0.0,0.0,0.0,0.0,900.0,0,1,1,0.0,14.0,61256.0,0.0,4.632,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4765,4765,1,1,1,1,98.0
20,0,20,10.7,0.0,10.7,10.7,0.0,10.7,89.0,14.4,117.7,7.7,39.314,15.234000000000002,3.956,1.579,22383,51,1.2,0.0,0.0,0.0,0.0,465.0,1,0,1,0.0,1.5,6611.0,0.0,0.775,16.9,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,9162,9162,1,1,1,0,94.2
30,0,30,29.3,0.0,29.3,29.3,0.0,29.3,48.6,11.6,81.3,5.0,35.668,12.183,3.9,0.813,8950,141,1.7,0.0,0.0,0.0,0.0,276.0,0,1,1,0.0,4.5,19668.0,0.0,0.843,0.0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,5570,5570,1,1,1,1,90.3
16,16,0,16.0,16.0,0.0,16.0,16.0,0.0,37.5,6.1,57.5,5.0,20.177,11.897,2.0780000000000003,1.214,146833,423,0.9,0.0,0.0,0.0,0.0,97.0,0,1,1,0.0,0.5,2253.0,0.0,0.177,11.8,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,93.0
35,0,35,25.3,25.3,0.0,25.3,25.3,0.0,70.4,8.2,107.3,1.5,32.465,14.991,3.155,1.027,28333,13,2.4,0.0,0.0,0.0,0.0,168.0,0,0,1,0.0,7.2,31520.0,0.0,1.564,8.9,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4017,4017,1,1,1,1,96.8
40,0,40,25.6,0.0,25.6,25.6,0.0,25.6,119.4,5.4,230.0,1.3,56.517,8.718,5.684,0.0819999999999999,62292,2,4.6,0.0,0.0,0.0,0.0,108.0,0,1,1,0.0,11.6,50508.0,0.0,2.476,18.0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,8127,8127,1,1,1,1,99.0
16000,0,16000,12914.0,0.0,12914.0,13409.6,0.0,13409.6,119.5,9.9,137.6,3.2,35.094,12.216,3.606,0.062,143716,7,1892.4,114.3,85.0,95.5,0.0,56221.0,1,0,1,6.3,783.0,3202640.0,49.6,0.3,4885.5,34,0,0,1,0,1,0,1,0,0,0,1,0,0,1,6941,6941,0,1,0,0,97.5
70,0,70,64.1,0.0,64.1,64.1,0.0,64.1,108.3,5.3,152.8,0.7,28.84,11.878,3.0410000000000004,1.105,96113,37,10.8,0.0,0.0,0.0,0.0,682.0,0,1,1,0.0,11.8,51560.0,0.0,1.01,23.4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,6125,6125,1,1,1,1,99.2
170,0,170,138.9,0.0,138.9,138.9,0.0,138.9,93.0,10.8,142.4,5.7,50.484,11.616,4.496,0.7809999999999999,42849,468,16.4,0.0,0.0,0.0,0.0,6762.0,0,1,0,0.0,31.2,136326.0,0.0,1.232,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1765,1742,1,1,1,1,96.9
34,0,34,18.9,0.0,18.9,18.9,0.0,18.9,70.4,12.1,166.2,7.3,28.083,16.609,4.296,2.541,188833,0,2.2,0.0,0.0,0.0,0.0,70.0,1,0,0,0.0,2.1,9065.0,0.0,0.603,11.5,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,2191,2191,1,1,1,1,94.0
45,0,45,25.7,0.0,25.7,25.7,0.0,25.7,81.9,7.5,149.5,4.4,37.129,15.819,4.452,1.19,103583,50,3.8,0.0,0.0,0.0,0.0,444.0,0,1,1,0.0,1.4,6202.0,0.0,0.302,11.0,6,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6666,6666,1,1,1,1,97.4
60,0,60,57.2,0.0,57.2,57.2,0.0,57.2,115.9,9.8,242.8,6.1,45.201,14.408,4.477,0.91,79731,25,12.8,0.0,0.0,0.0,0.0,1944.0,0,1,1,0.0,5.8,25176.0,0.0,0.5529999999999999,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,3196,3196,1,1,1,1,98.4
50,0,50,45.4,45.4,0.0,45.4,45.4,0.0,81.8,17.2,95.7,6.0,35.665,15.279000000000002,4.629,1.435,20181,52,6.0,0.0,0.0,0.0,0.0,3204.0,0,1,1,0.0,9.4,41076.0,0.0,1.135,0.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,366,276,1,1,1,1,95.9
30,0,30,23.8,0.0,23.8,23.8,0.0,23.8,47.8,7.3,69.9,4.6,29.765,10.966,3.28,1.094,56792,89,1.6,0.0,0.0,0.0,0.0,1000.0,0,1,1,0.0,1.5,6707.0,0.0,0.354,5.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5254,5253,1,1,1,1,94.9
60,0,60,40.1,0.0,40.1,40.1,0.0,40.1,108.3,10.7,167.3,2.1,44.521,7.815,5.355,0.812,499736,177,8.2,0.0,0.0,0.0,0.0,2288.0,0,0,1,0.0,4.8,20905.0,0.0,0.654,137.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,2192,2191,1,1,1,1,98.7
60,0,60,40.1,0.0,40.1,40.1,0.0,40.1,131.3,6.7,77.7,2.2,35.934,8.85,4.256,0.8390000000000001,44302,396,5.3,0.0,0.0,0.0,0.0,1041.0,0,1,1,0.0,4.8,21080.0,0.0,0.66,19.4,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,4217,4217,1,1,1,1,96.8
25,0,25,32.5,0.0,32.5,32.5,0.0,32.5,45.8,4.3,86.1,3.9,19.321,8.853,2.593,1.086,81775,32,3.0,0.0,0.0,0.0,0.0,563.0,0,1,0,0.0,0.4,1929.0,0.0,0.074,16.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1841,1617,1,1,1,1,98.6
80,0,80,46.0,0.0,46.0,46.0,0.0,46.0,83.0,9.3,90.5,2.2,35.792,6.981,4.236000000000001,0.865,80308,137,6.8,0.0,0.0,0.0,0.0,375.0,0,1,1,0.0,7.3,32062.0,0.0,0.875,22.9,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2891,2890,1,1,1,1,97.5
80,0,80,71.9,0.0,71.9,71.9,0.0,71.9,54.5,8.6,70.8,5.7,33.14,12.115,4.141,1.23,35702,44,5.1,0.0,0.0,0.0,0.0,820.0,0,0,1,0.0,4.0,17448.0,0.0,0.305,0.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,4779,4779,1,1,1,1,94.2
220,0,220,179.6,0.0,179.6,179.6,0.0,179.6,63.7,9.8,150.1,7.8,21.174,13.246,2.465,1.4509999999999998,26443,130,13.4,0.0,0.0,0.0,0.0,6089.0,1,0,1,0.0,14.6,63953.0,0.0,0.447,48.0,4,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4901,4901,1,1,1,1,92.3
30,0,30,18.3,0.0,18.3,18.3,0.0,18.3,130.2,5.9,102.5,2.1,32.575,9.635,4.476,0.892,60917,594,2.1,0.0,0.0,0.0,0.0,1300.0,0,1,1,0.0,0.3,1474.0,0.0,0.1009999999999999,9.7,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,9076,9076,1,1,1,1,97.3
50,0,50,30.3,0.0,30.3,30.3,0.0,30.3,141.3,6.5,185.4,0.4,35.555,10.278,4.834,0.8059999999999999,84470,5,5.3,0.0,0.0,0.0,0.0,251.0,1,0,1,0.0,11.9,51752.0,0.0,2.145,35.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,5723,5723,1,1,1,1,99.3
20000,0,20000,12372.6,0.0,12372.6,12398.5,0.0,12398.5,126.3,7.7,225.1,2.9,45.56399999999999,12.576,4.47,0.049,421049,33,2840.1,0.0,0.0,0.0,0.0,40403.0,1,0,0,0.0,1004.0,4384217.0,0.0,0.444,2258.0,8,0,0,1,0,0,1,1,1,1,1,0,0,0,1,2161,2148,1,1,1,1,99.2
150,0,150,124.6,0.0,124.6,124.6,0.0,124.6,39.9,12.8,81.2,6.3,36.059,14.276,3.533,1.46,27025,209,13.6,0.0,0.0,0.0,0.0,10596.0,0,1,1,0.0,12.0,52520.0,0.0,0.529,0.0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1014,1014,1,1,1,1,93.9
110,0,110,75.8,0.0,75.8,73.5,0.0,73.5,224.4,1.9,303.6,0.6,68.491,6.299,6.374,0.6559999999999999,12208,25,16.8,0.0,0.0,0.0,0.0,4395.0,1,0,0,0.0,28.8,125714.0,0.0,2.147,2.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,815,983,1,1,1,1,99.5
60,60,0,60.0,60.0,0.0,60.0,60.0,0.0,58.6,13.7,69.1,7.4,42.961000000000006,11.227,3.804,0.962,55265,580,3.9,0.0,0.0,0.0,0.0,285.0,1,0,1,0.0,1.1,4751.0,0.0,0.099,0.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,8345,8345,1,1,1,1,90.1
40,0,40,42.0,0.0,42.0,42.0,0.0,42.0,56.5,10.6,61.7,5.5,31.437,15.546,3.744,1.8,140167,483,4.0,0.0,0.0,0.0,0.0,227.0,1,0,1,0.0,3.4,14971.0,0.0,0.4479999999999999,0.0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,4003,4003,1,1,1,1,96.3
20,0,20,11.2,11.2,0.0,11.2,11.2,0.0,57.9,13.0,79.8,7.0,40.885,12.263,3.894,0.979,51333,492,0.7,0.0,0.0,0.0,0.0,157.5,1,0,1,0.0,3.7,16213.0,0.0,1.809,0.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,640,365,1,1,1,1,90.4
80,0,80,42.7,0.0,42.7,42.7,0.0,42.7,108.5,11.3,186.6,1.4,45.407,5.355,5.412999999999999,0.7929999999999999,519057,208,9.5,0.0,0.0,0.0,0.0,2473.0,0,0,1,0.0,27.5,120000.0,0.0,3.53,182.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,2192,2191,1,1,1,1,98.5
700,0,700,679.0,0.0,679.0,638.4,0.0,638.4,71.9,6.2,149.5,2.2,28.091,4.083,3.353,0.075,11933,13,87.3,0.0,0.0,0.0,0.0,6315.0,1,0,1,4.6,59.9,249364.0,2.8,0.49,309.0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,1,5862,5861,0,1,0,0,98.9
70,0,70,81.0,0.0,81.0,81.0,0.0,81.0,92.6,9.8,199.4,3.3,39.325,7.962000000000001,4.35,0.644,107962,134,14.4,0.0,0.0,0.0,0.0,4049.0,0,1,1,0.0,13.8,60476.0,0.0,0.937,16.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1726,1674,1,1,1,1,97.9
35,0,35,28.2,0.0,28.2,28.2,0.0,28.2,97.8,8.4,108.3,4.0,18.941,13.821,2.092,1.376,300000,763,3.7,0.0,0.0,0.0,0.0,1365.0,0,0,1,0.0,4.1,18095.0,0.0,0.8059999999999999,2.5,3,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1280,1249,1,1,1,1,96.3
290,290,0,219.6,219.6,0.0,219.6,219.6,0.0,143.5,14.1,172.6,5.5,47.678,5.199,5.479,0.708,268308,191,58.8,0.0,0.0,0.0,0.0,8519.0,0,1,1,0.0,16.7,72731.0,0.0,0.416,91.8,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,931,914,1,1,1,1,98.6
150,0,150,90.6,0.0,90.6,90.6,0.0,90.6,91.8,5.7,140.6,0.1,37.697,15.015999999999998,3.5380000000000003,0.6559999999999999,70849,0,11.3,0.0,0.0,0.0,0.0,1161.0,0,1,0,0.0,16.4,71700.0,0.0,0.993,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,6057,6057,1,1,1,1,99.6
50,0,50,13.8,0.0,13.8,13.8,0.0,13.8,60.1,11.1,128.5,7.7,24.218000000000004,14.241,2.943,1.327,29946,187,0.8,0.0,0.0,0.0,0.0,922.0,1,0,1,0.0,2.4,10562.0,0.0,0.958,36.0,6,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4005,4005,1,1,1,1,94.9
60,0,60,49.1,0.0,49.1,49.1,0.0,49.1,78.8,6.2,137.7,3.6,33.462,8.92,2.968,0.163,81644,13,6.1,0.0,0.0,0.0,0.0,1017.0,0,1,1,0.0,5.3,23270.0,0.0,0.595,0.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,2648,2600,1,1,1,1,97.2
200,0,200,109.9,0.0,109.9,109.9,0.0,109.9,105.8,12.5,126.6,5.0,33.506,13.267,3.3080000000000003,1.212,47135,453,12.5,0.0,0.0,0.0,0.0,1153.0,1,0,1,0.0,21.2,92655.0,0.0,1.058,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,10226,2970,1,1,1,1,95.6
30,0,30,31.6,0.0,31.6,31.6,0.0,31.6,128.6,11.3,275.0,4.2,30.19,5.134,3.613,1.245,116750,38,5.6,0.0,0.0,0.0,0.0,1077.0,1,0,1,0.0,3.1,13568.0,0.0,0.5379999999999999,0.0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1542,1480,1,1,1,1,97.6
32000,0,32000,18938.9,0.0,18938.9,17243.3,0.0,17243.3,147.4,8.5,279.7,1.8,75.155,6.773,7.456,0.174,189891,87,6069.7,0.0,0.0,0.0,222.0,51508.0,1,0,0,0.2,1630.1,7101387.0,3.9,0.517,1503.8,22,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2376,2361,1,1,1,1,99.1
35,35,0,20.5,20.5,0.0,20.5,20.5,0.0,84.6,13.6,88.3,4.3,38.072,23.461,4.598,3.03,48500,298,1.9,0.0,0.0,0.0,0.0,620.0,0,1,0,0.0,3.1,13689.0,0.0,0.84,14.9,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,6485,6485,0,1,0,0,94.7
120,0,120,99.1,0.0,99.1,99.1,0.0,99.1,64.8,6.7,111.3,5.4,23.918000000000003,11.202,2.785,1.125,45849,53,9.0,0.0,0.0,0.0,0.0,1788.0,0,1,1,0.0,10.3,45179.0,0.0,0.5720000000000001,17.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,6564,6564,1,1,1,1,97.1
15,0,15,12.4,0.0,12.4,12.4,0.0,12.4,97.8,15.4,115.8,5.8,34.233000000000004,13.796,7.365,1.5659999999999998,173333,226,1.8,0.0,0.0,0.0,0.0,359.0,1,0,0,0.0,2.6,11403.0,0.0,1.156,0.0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,4748,4748,1,1,1,1,95.5
30,0,30,37.1,0.0,37.1,37.1,0.0,37.1,47.9,10.7,83.8,5.4,36.59,11.247,3.393,0.912,10058,129,2.2,0.0,0.0,0.0,0.0,343.0,0,1,1,0.0,1.9,8444.0,0.0,0.286,0.0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,6605,6605,1,1,1,1,91.8
600,0,600,69.5,0.0,69.5,70.5,0.0,70.5,53.8,7.1,131.5,5.1,34.525,11.768,4.42,1.295,240789,0,5.7,0.0,0.0,0.0,0.0,1400.0,0,1,1,0.0,23.8,103793.0,0.0,9.272,36.0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,3720,2814,0,1,0,0,98.4
25,0,25,34.2,0.0,34.2,34.2,0.0,34.2,118.1,1.7,67.0,0.5,52.32,5.952000000000001,5.044,0.81,7525,21,4.1,0.0,0.0,0.0,0.0,124.0,1,0,0,0.0,0.3,1206.0,0.0,0.044,11.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,3895,3895,0,1,1,1,99.2
30,0,30,23.4,0.0,23.4,23.4,0.0,23.4,81.3,8.4,160.6,4.5,16.8,5.943,1.85,1.129,68833,52,2.6,0.0,0.0,0.0,0.0,367.0,1,0,1,0.0,3.6,15741.0,0.0,0.845,0.0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,4040,4040,1,1,1,1,96.2
25000,0,25000,24670.8,0.0,24670.8,22954.4,0.0,22954.4,46.8,6.2,152.0,2.5,31.464,8.205,3.104,0.888,15129,96,2646.4,0.0,0.0,0.0,0.0,98294.0,1,0,1,9.5,658.2,2600213.0,62.8,0.142,1303.0,22,0,0,1,0,1,0,1,0,0,1,0,0,0,1,7702,7701,1,0,0,0,98.5
42,0,42,33.3,0.0,33.3,91.8,0.0,91.8,153.4,23.5,270.6,7.5,43.133,22.941,5.771,2.415,460083,1532,8.4,0.0,0.0,0.0,0.0,372.0,1,0,0,0.0,0.0,80.0,0.0,0.001,0.0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,5692,5692,1,1,1,1,97.7
35,35,0,21.5,21.5,0.0,21.5,21.5,0.0,92.1,3.8,182.2,2.2,46.295,5.8020000000000005,5.612,0.529,223500,0,3.2,0.0,0.0,0.0,0.0,202.4,1,0,0,0.0,3.3,14356.0,0.0,0.838,0.0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,5672,5672,1,1,1,1,99.7
40,0,40,40.0,0.0,40.0,40.0,0.0,40.0,52.4,8.1,42.6,4.5,45.791,10.019,5.792000000000001,1.1909999999999998,16083,11,1.5,0.0,0.0,0.0,0.0,200.0,0,1,1,0.0,2.1,9359.0,0.0,0.294,2.9,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,9100,9100,1,1,1,1,90.3
25,25,0,11.9,11.9,0.0,11.9,11.9,0.0,46.4,4.3,101.6,2.1,30.815,6.579,3.996,0.94,209183,695,0.8,0.0,0.0,0.0,0.0,119.0,1,0,1,0.0,1.6,6909.0,0.0,0.73,7.3,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6331,6331,1,1,1,1,96.6
30,0,30,31.6,0.0,31.6,31.6,0.0,31.6,42.2,10.7,41.6,6.8,35.801,13.022,3.266,0.8909999999999999,215000,153,2.1,0.0,0.0,0.0,0.0,621.0,0,1,0,0.0,6.8,29842.0,0.0,1.1840000000000002,131.6,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,5935,5935,1,1,1,1,94.1
220,0,220,231.8,0.0,231.8,222.2,0.0,222.2,112.3,8.1,163.0,3.3,36.44,10.889,3.4930000000000003,0.8029999999999999,134075,26,43.3,0.0,0.0,0.0,0.0,7680.0,1,0,0,0.0,38.9,169775.0,0.0,0.959,59.4,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4443,4443,1,1,1,1,98.8
350,0,350,239.5,0.0,239.5,222.9,0.0,222.9,65.9,7.6,182.2,4.0,32.708,7.338999999999999,3.136,0.6809999999999999,61851,16,33.2,0.0,0.0,0.0,0.0,12780.0,1,0,1,0.0,25.6,111862.0,0.0,0.7070000000000001,51.9,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,391,325,1,1,1,1,97.3
80,0,80,54.8,54.8,0.0,54.8,54.8,0.0,65.9,7.7,87.2,3.2,26.882,11.584,2.132,0.902,37887,28,4.8,0.0,0.0,0.0,0.0,1254.0,0,0,1,0.0,3.8,16613.0,0.0,0.381,20.2,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,4535,4535,1,1,1,1,96.4
24200,0,24200,13381.4,0.0,13381.4,11662.2,0.0,11662.2,110.6,8.9,209.5,2.4,49.825,3.478,5.792999999999999,0.306,389949,12,2923.7,0.0,0.0,0.0,0.0,64879.0,1,0,0,0.1,865.3,3776224.0,0.5,0.406,2803.7,16,0,0,1,0,0,1,1,0,0,1,0,0,0,1,6297,6297,1,0,0,0,99.0
50000,0,50000,42059.6,0.0,42059.6,39374.3,0.0,39374.3,84.2,8.0,132.1,3.5,29.982,12.357,3.36,0.065,98982,37,5358.0,20.2,0.0,15.5,0.0,33311.0,0,0,1,6.6,996.3,4065656.0,65.3,0.13,0.0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,9189,9189,0,1,0,0,98.6
4000,0,4000,1100.6,0.0,1100.6,917.5,0.0,917.5,69.0,5.5,74.9,1.2,31.916,9.683,3.301,0.057,23563,21,77.7,0.0,0.0,0.0,0.0,5487.0,0,1,1,24.4,100.0,330254.0,24.4,0.452,0.0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,9101,9071,0,1,0,0,97.9
70,70,0,24.7,24.7,0.0,23.8,23.8,0.0,93.7,13.1,145.5,5.7,47.16,12.458,4.9,0.921,174115,281,3.9,0.0,0.0,0.0,0.0,112.0,1,0,1,0.0,9.7,42195.0,0.0,2.229,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,6194,6194,1,1,1,1,96.4
240,0,240,132.0,0.0,132.0,132.0,0.0,132.0,128.1,11.0,188.9,2.1,56.407,7.851,7.044,0.882,174444,33,34.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1.1,4670.0,0.0,0.28,7.7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,58,57,1,1,1,1,99.3
7000,0,7000,5919.9,0.0,5919.9,5273.8,0.0,5273.8,159.4,9.8,258.7,3.7,47.467,14.828,5.523,0.096,177143,39,1470.6,23.6,0.0,0.0,0.0,24878.0,0,1,1,8.3,237.0,949560.0,19.6,0.226,796.0,10,0,0,1,0,1,1,1,0,0,0,1,0,0,1,7792,7792,1,1,0,0,98.5
175,0,175,113.8,0.0,113.8,113.8,0.0,113.8,141.2,9.2,238.9,3.5,54.132,9.343,5.624,0.474,238491,17,25.5,0.0,0.0,0.0,0.0,8135.0,0,1,0,0.0,21.1,92245.0,0.0,1.017,38.3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,657,610,1,1,1,1,98.5
36,36,0,31.1,31.1,0.0,31.1,31.1,0.0,90.9,8.3,175.1,1.8,42.825,7.147,4.355,0.7859999999999999,116692,11,5.4,0.0,0.0,0.0,0.0,60.0,0,0,1,0.0,6.1,26806.0,0.0,1.081,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4351,4351,1,1,1,1,98.2
150,0,150,127.5,0.0,127.5,127.5,0.0,127.5,94.8,11.7,181.0,4.6,35.107,13.095,5.405,0.929,103943,724,20.1,0.0,0.0,0.0,0.0,4175.0,0,1,1,0.0,9.2,40165.0,0.0,0.395,0.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2203,2082,1,1,1,1,96.3
60,0,60,38.7,0.0,38.7,38.7,0.0,38.7,102.0,7.2,119.7,4.3,42.22,9.947,4.475,0.472,88509,98,5.4,0.0,0.0,0.0,0.0,1929.0,0,1,0,0.0,5.2,22747.0,0.0,0.738,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3185,3185,1,1,1,1,98.1
60,30,30,29.9,0.0,29.9,29.9,0.0,29.9,119.3,5.6,160.1,2.0,32.128,7.5,2.735,0.6809999999999999,81623,59,4.7,0.0,0.0,0.0,0.0,1632.0,1,0,1,0.0,5.4,23661.0,0.0,0.995,18.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,7479,7479,0,1,0,0,98.2
30,0,30,14.6,14.6,0.0,14.6,14.6,0.0,69.9,7.9,102.0,4.1,44.153,15.189,4.953,1.084,55875,3,1.8,0.0,0.0,0.0,0.0,195.6,0,0,1,0.0,2.7,11841.0,0.0,1.645,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,3986,3986,1,1,1,1,97.8
100,100,0,52.0,52.0,0.0,52.4,52.4,0.0,144.2,16.5,311.6,15.1,61.203,27.717,7.779,2.7430000000000003,121962,3444,49.6,0.0,0.0,0.0,0.0,478.0,0,1,1,0.0,9.1,39639.0,0.0,0.95,0.0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,4570,4570,1,1,1,1,98.0
35000,0,35000,34573.7,0.0,34573.7,30960.0,0.0,30960.0,145.1,15.9,325.0,6.0,59.763000000000005,18.135,7.386,0.7,469549,721,8673.4,105.1,85.4,0.0,0.0,66224.0,1,0,0,0.0,1193.2,5210328.0,0.0,0.211,1814.5,25,0,0,1,0,0,1,1,0,0,1,0,0,0,1,6379,6356,0,1,0,0,97.5
200,0,200,80.3,0.0,80.3,80.3,0.0,80.3,36.3,9.4,64.9,5.5,9.61,7.433,1.11,0.838,99857,177,5.7,0.0,0.0,0.0,0.0,354.0,1,0,1,0.0,13.7,59716.0,0.0,0.933,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,3251,3251,1,1,1,1,95.2
