시설용량,생물학적,고도,유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,생물학적 방류량,고도 방류량,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),목표수질(BOD)_0,목표수질(BOD)_1,목표수질(BOD)_2,재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도_0,시도_1,시도_2,시도_3,시도_4,운영주체_0,운영주체_1,지역구분_0,지역구분_1,지역구분_2,수계_0,수계_1,수계_2,준공일_day,가동개시일_day,방류수소독방법_염소,방류수소독방법_자외선,방류수소독방법_오존,방류수소독방법_기타,처리효율
46,0,46,21.3,21.3,0.0,21.3,21.3,0.0,43.9,4.2,89.8,1.6,27.035,5.2,3.68,0.852,189667,600,1.7,0.0,0.0,0.0,0.0,383.0,1,0,1,0.0,7.9,34414.0,0.0,2.028,7.5,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6209,6209,1,1,1,1,97.3
20,0,20,20.0,0.0,20.0,20.0,0.0,20.0,47.9,8.3,63.8,5.7,42.732,9.112,5.252999999999999,1.375,8142,12,0.7,0.0,0.0,0.0,0.0,260.0,0,1,1,0.0,0.4,1617.0,0.0,0.1009999999999999,1.4,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5624,5624,1,1,1,1,92.1
50,0,50,39.0,0.0,39.0,39.0,0.0,39.0,84.7,10.9,117.5,4.7,36.659,11.621,3.787,1.342,21100,34,4.4,0.0,0.0,0.0,0.0,1765.0,1,0,1,0.0,4.1,18057.0,0.0,0.5820000000000001,16.9,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,8648,8648,1,1,1,1,95.5
150000,0,150000,131248.5,0.0,131248.5,126921.9,0.0,126921.9,95.6,6.2,146.5,1.9,39.312,10.44,4.104,0.071,409926,30,30414.9,89.7,0.0,514.8,66.3,124528.0,1,0,1,19.0,5909.4,20914826.0,1119.9,0.207,0.0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,11312,11312,0,1,0,0,99.5
80,0,80,64.3,0.0,64.3,64.3,0.0,64.3,115.3,5.2,846.2,2.9,38.111,9.602,4.709,1.001,86555,129,26.9,0.0,0.0,0.0,0.0,2132.0,0,1,1,0.0,0.9,3940.0,0.0,0.077,11.5,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2347,2324,1,1,1,1,99.6
60,0,60,60.0,0.0,60.0,60.0,0.0,60.0,82.4,9.7,50.0,3.6,34.478,11.565,4.05,0.8290000000000001,7271,9,3.0,0.0,0.0,0.0,0.0,554.0,0,1,1,0.0,1.2,5100.0,0.0,0.107,4.4,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,5346,5346,1,1,1,1,90.6
120,0,120,94.3,0.0,94.3,94.3,0.0,94.3,107.0,10.6,114.4,3.8,62.32899999999999,10.215,9.01,0.589,287500,180,11.2,0.0,0.0,0.0,0.0,3166.0,0,0,1,0.0,17.7,77268.0,0.0,1.031,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,2297,2297,1,1,1,1,97.0
80,0,80,37.1,0.0,37.1,37.1,0.0,37.1,70.0,5.5,102.4,1.4,40.159,8.252,4.185,0.902,179115,112,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,11.4,49825.0,0.0,1.689,28.0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,3087,3087,1,1,1,1,99.0
40,0,40,35.4,0.0,35.4,35.4,0.0,35.4,91.9,6.4,116.0,2.0,34.919000000000004,8.52,3.694,0.747,160933,28,4.1,0.0,0.0,0.0,0.0,357.0,0,1,1,0.0,6.2,27087.0,0.0,0.959,21.0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,4870,4870,1,1,1,1,98.7
25,0,25,21.0,0.0,21.0,19.9,0.0,19.9,77.9,14.5,100.4,7.7,51.86,12.385,5.251,1.114,32083,173,1.7,0.0,0.0,0.0,0.0,664.0,0,1,1,0.0,9.1,39624.0,0.0,2.498,210.0,2,0,0,1,1,1,0,1,0,1,0,1,0,1,1,4349,4349,1,1,1,1,93.2
200,0,200,126.2,0.0,126.2,126.2,0.0,126.2,71.5,7.0,86.4,2.8,37.092,8.118,4.01,0.759,243962,38,15.8,0.0,0.0,0.0,0.0,4281.0,0,1,0,0.0,6.9,30116.0,0.0,0.3,131.6,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,3713,3713,1,1,1,1,97.7
500000,0,500000,350265.8,0.0,350265.8,333941.0,0.0,333941.0,68.6,9.8,211.1,4.0,27.997,9.866,2.99,0.275,517760,1094,45834.5,255.0,94.7,363.7,127.8,617242.0,0,1,0,19.9,11163.8,39030035.0,2225.9,0.147,0.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,10090,9897,0,1,0,0,97.8
70,0,70,67.9,0.0,67.9,67.9,0.0,67.9,41.9,6.6,114.5,4.5,35.64,7.265,3.269,1.046,42519,84,3.5,0.0,0.0,0.0,0.0,497.0,1,0,1,0.0,8.5,37212.0,0.0,0.688,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,4413,4413,1,1,1,1,94.1
60,0,60,50.6,0.0,50.6,48.6,0.0,48.6,70.4,8.5,120.7,3.0,28.366,8.527000000000001,3.347,1.262,140962,34,4.2,0.0,0.0,0.0,0.0,2492.0,1,0,1,0.0,14.2,62133.0,0.0,1.6030000000000002,42.7,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,2710,2702,1,1,1,1,97.5
15,0,15,8.2,0.0,8.2,8.2,0.0,8.2,30.6,8.1,47.7,5.5,23.654,11.85,2.485,0.846,30500,72,0.3,0.0,0.0,0.0,0.0,300.0,1,0,1,0.0,4.9,21519.0,0.0,3.306,2.3,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,8035,8035,1,1,1,1,90.4
70,0,70,36.1,0.0,36.1,36.1,0.0,36.1,65.9,8.8,89.2,5.3,28.503,14.402,2.597,0.53,44453,71,2.8,0.0,0.0,0.0,0.0,410.0,0,1,0,0.0,2.0,8547.0,0.0,0.297,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,7031,7101,1,1,1,1,94.7
170,0,170,55.0,0.0,55.0,55.0,0.0,55.0,92.8,7.6,156.9,3.3,35.664,11.404000000000002,3.837,0.968,19869,115,8.6,0.0,0.0,0.0,0.0,291.0,1,0,1,0.0,10.0,43529.0,0.0,0.994,38.7,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,6399,6399,1,1,1,1,97.8
50,50,0,39.2,39.2,0.0,38.9,38.9,0.0,67.0,10.3,80.6,3.7,38.57,14.478,4.095,1.003,23706,659,3.9,0.0,0.0,0.0,0.0,310.0,0,1,1,0.0,1.9,8167.0,0.0,0.264,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,6725,6725,1,1,1,1,96.1
180,0,180,123.9,0.0,123.9,123.9,0.0,123.9,92.6,7.6,154.4,4.4,39.109,8.419,3.656,0.635,72585,63,15.2,0.0,0.0,0.0,0.0,6300.0,0,1,0,0.0,31.2,136391.0,0.0,1.381,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2017,2017,1,1,1,1,97.4
150,0,150,87.8,0.0,87.8,86.8,0.0,86.8,104.3,9.9,156.8,3.5,46.947,11.919,4.958,1.0590000000000002,172346,183,14.0,0.0,0.0,0.0,0.0,4487.1,1,0,1,0.0,9.9,43355.0,0.0,0.627,0.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4230,4230,1,1,0,1,98.5
90,0,90,74.1,0.0,74.1,74.1,0.0,74.1,79.9,8.0,149.6,4.0,37.62,12.304,3.951,1.116,96365,46,10.1,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,14.9,64895.0,0.0,1.1,21.0,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3150,3150,1,1,1,1,97.6
80,0,80,86.4,0.0,86.4,86.4,0.0,86.4,68.8,7.5,88.4,5.0,45.625,11.945,4.897,1.031,57026,19,9.5,0.0,0.0,0.0,0.0,1754.0,0,0,1,0.0,10.0,43592.0,0.0,0.633,0.0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,4139,4139,1,1,1,1,97.3
150,0,150,66.2,0.0,66.2,66.2,0.0,66.2,112.6,7.2,188.9,1.5,32.211,10.505999999999998,3.888,0.929,129183,47,8.9,0.0,0.0,0.0,0.0,12649.0,0,1,1,0.0,8.6,37513.0,0.0,0.7140000000000001,58.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3088,4201,1,1,1,1,98.3
50,0,50,25.0,25.0,0.0,25.0,25.0,0.0,62.7,13.0,75.7,5.8,43.292,11.318,3.944,1.002,58481,445,1.7,0.0,0.0,0.0,0.0,342.0,1,0,1,0.0,2.4,10650.0,0.0,0.535,0.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,4748,4748,1,1,1,1,91.1
20,0,20,17.9,0.0,17.9,17.9,0.0,17.9,83.6,17.9,61.5,7.1,42.024,11.25,4.086,0.895,53875,199,1.3,0.0,0.0,0.0,0.0,310.0,0,1,1,0.0,2.4,10495.0,0.0,0.735,0.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6515,6515,1,1,1,1,92.0
60,0,60,26.3,0.0,26.3,26.3,0.0,26.3,104.8,6.9,149.9,0.7,40.232,9.69,4.01,1.18,137288,4,4.5,0.0,0.0,0.0,0.0,2102.0,0,1,1,0.0,13.1,57192.0,0.0,2.7310000000000003,0.0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,3287,3284,1,1,1,1,99.5
65,0,65,52.1,0.0,52.1,52.1,0.0,52.1,54.5,10.6,74.2,6.3,25.423,8.568,2.334,1.356,376346,228,6.0,0.0,0.0,0.0,0.0,1130.0,0,1,0,0.0,6.4,28108.0,0.0,0.6779999999999999,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4350,4350,1,1,1,1,93.8
96,0,96,78.6,0.0,78.6,78.7,0.0,78.7,57.0,11.7,92.9,3.5,28.413,11.890999999999998,4.371,0.862,41806,47,7.4,0.0,0.0,0.0,0.0,2110.0,0,1,1,0.0,12.2,53465.0,0.0,0.852,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,3965,3852,1,1,1,1,95.8
330,0,330,336.5,0.0,336.5,336.5,0.0,336.5,152.0,20.8,235.7,8.1,61.336000000000006,16.867,6.316,1.6769999999999998,128755,18,74.1,0.0,0.0,0.0,0.0,5917.0,1,0,0,0.0,33.6,146700.0,0.0,0.547,120.7,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,4149,4149,1,1,1,1,96.8
160,160,0,146.7,146.7,0.0,146.7,146.7,0.0,47.8,14.9,93.2,5.5,44.304,14.515999999999998,4.138999999999999,1.5119999999999998,42514,310,17.1,0.0,0.0,0.0,0.0,375.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,6741,6741,1,1,1,1,94.6
30,30,0,24.0,24.0,0.0,24.0,24.0,0.0,104.9,7.4,158.1,2.1,46.645,11.047,5.207999999999999,0.981,159167,58,3.5,0.0,0.0,0.0,0.0,562.0,0,1,1,0.0,4.0,17547.0,0.0,0.918,0.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,7061,7061,1,1,1,1,97.6
20,0,20,32.7,0.0,32.7,32.7,0.0,32.7,89.6,5.2,187.0,1.3,35.409,10.845999999999998,4.208,1.081,60417,11,4.1,0.0,0.0,0.0,0.0,1174.0,1,0,0,0.0,10.2,44550.0,0.0,1.709,30.0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,5249,5249,1,1,1,1,99.4
22,22,0,13.1,13.1,0.0,13.1,13.1,0.0,114.9,13.3,182.2,5.9,50.065,17.473,5.353,2.153,139417,39,1.6,0.0,0.0,0.0,0.0,39.0,0,1,1,0.0,0.3,1476.0,0.0,0.141,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,7335,7335,1,1,1,1,95.5
60,0,60,38.6,0.0,38.6,38.6,0.0,38.6,61.6,6.7,101.7,4.4,22.024,9.001,2.4290000000000003,1.01,45943,40,3.3,0.0,0.0,0.0,0.0,934.0,0,1,1,0.0,7.9,34617.0,0.0,1.127,17.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,7854,7854,1,1,1,1,96.9
40,40,0,32.0,32.0,0.0,32.0,32.0,0.0,107.2,7.7,182.0,1.9,43.863,11.768,5.396,0.928,146667,57,4.9,0.0,0.0,0.0,0.0,315.0,0,1,1,0.0,4.9,21614.0,0.0,0.847,0.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,6908,6908,1,1,1,1,97.5
60,0,60,47.6,0.0,47.6,47.6,0.0,47.6,83.0,8.2,91.2,2.8,44.582,11.088,4.488,0.909,137586,101,3.0,0.0,0.0,0.0,0.0,387.0,0,1,1,0.0,12.8,55731.0,0.0,1.47,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,4766,4766,1,1,1,1,95.6
80,0,80,59.0,0.0,59.0,59.0,0.0,59.0,62.8,6.9,122.0,1.7,36.078,10.357,3.748,0.82,50288,10,6.9,0.0,0.0,0.0,0.0,310.0,0,1,1,0.0,11.4,49844.0,0.0,1.061,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,6605,6605,1,1,1,0,97.1
20,0,20,20.0,0.0,20.0,20.0,0.0,20.0,60.3,7.9,112.8,3.7,36.206,9.639,3.52,1.226,33000,168,2.0,0.0,0.0,0.0,0.0,194.0,1,0,1,0.0,4.7,20396.0,0.0,1.28,6.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,6387,6387,1,1,1,1,96.5
48,0,48,34.7,0.0,34.7,32.9,0.0,32.9,76.0,9.1,79.7,4.4,28.162,10.911,2.739,1.421,22333,250,2.2,0.0,0.0,0.0,0.0,924.0,0,1,1,0.0,4.3,18777.0,0.0,0.716,0.0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,5026,5026,1,1,1,1,91.7
45,0,45,29.8,0.0,29.8,29.8,0.0,29.8,49.9,5.7,65.4,2.6,37.475,8.995,4.058,1.246,227500,137,2.0,0.0,0.0,0.0,0.0,112.0,0,1,0,0.0,0.2,841.0,0.0,0.035,7.6,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,4020,4020,1,1,1,1,96.8
50,0,50,34.6,0.0,34.6,34.6,0.0,34.6,108.1,13.1,92.3,3.4,23.086,11.624,3.797,1.285,39471,164,4.8,0.0,0.0,0.0,0.0,219.0,1,0,1,0.0,5.6,24665.0,0.0,0.894,6.6,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,7314,7314,1,1,1,1,97.3
145000,0,145000,118101.5,0.0,118101.5,115839.1,0.0,115839.1,95.6,7.8,165.0,0.8,43.12,9.57,4.259,0.059,175943,13,19135.0,123.6,4.8,0.0,44.7,223883.4,0,1,1,21.6,4041.1,13827546.0,874.6,0.15,7835.2,20,0,1,0,0,0,0,1,1,0,1,1,0,1,0,7580,7624,0,1,0,0,99.4
15,0,15,9.0,9.0,0.0,9.0,9.0,0.0,110.4,13.9,152.2,5.6,47.82,18.71,5.345,2.141,143667,43,1.1,0.0,0.0,0.0,0.0,59.0,0,1,1,0.0,0.0,98.0,0.0,0.0139999999999999,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,6819,6819,1,1,1,1,95.8
20,0,20,8.9,8.9,0.0,8.9,8.9,0.0,66.2,7.0,92.2,2.4,47.27,13.514,4.687,0.7909999999999999,42067,22,1.0,0.0,0.0,0.0,0.0,140.0,0,0,1,0.0,0.7,3115.0,0.0,0.437,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,3986,3986,1,1,1,1,97.5
1300,0,1300,862.2,0.0,862.2,787.1,0.0,787.1,98.8,6.7,153.5,0.4,35.608000000000004,6.044,3.217,0.051,226339,3,173.0,0.0,0.0,0.0,0.0,28040.0,0,1,1,0.0,163.8,715299.0,0.0,1.141,470.0,6,0,0,1,1,1,1,1,0,0,0,1,0,1,0,3085,3084,0,0,0,1,99.2
30,0,30,6.4,0.0,6.4,6.4,0.0,6.4,20.4,3.3,17.3,0.9,18.197,6.185,2.364,0.414,41403,69,0.3,0.0,0.0,0.0,0.0,638.0,0,1,0,0.0,0.0,4.0,0.0,0.001,16.0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,5109,5109,1,1,1,1,98.0
100,0,100,82.9,0.0,82.9,82.9,0.0,82.9,80.8,15.8,113.5,6.0,33.105,13.292,6.884,1.557,230962,277,10.0,0.0,0.0,0.0,0.0,2171.0,1,0,0,0.0,7.3,31746.0,0.0,0.481,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,2648,2570,1,1,1,1,94.7
100,0,100,76.0,0.0,76.0,76.0,0.0,76.0,149.4,10.6,163.8,5.4,42.702,6.817,5.332000000000001,0.74,196981,33,14.9,0.0,0.0,0.0,0.0,3500.0,0,1,1,0.0,15.3,66879.0,0.0,1.104,65.0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,3309,3309,1,1,1,1,97.7
100,0,100,85.3,0.0,85.3,85.3,0.0,85.3,40.4,8.0,102.6,5.3,19.845,8.378,2.4530000000000003,1.19,468058,499,7.6,0.0,0.0,0.0,0.0,1141.0,0,1,0,0.0,4.6,20112.0,0.0,0.296,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,5595,5595,1,1,1,1,93.9
55,0,55,43.8,0.0,43.8,43.8,0.0,43.8,109.9,6.1,123.2,1.6,36.535,6.715,3.879,0.541,120769,99,4.9,0.0,0.0,0.0,0.0,1400.0,0,1,1,0.0,10.7,46514.0,0.0,1.3330000000000002,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4751,4751,1,1,1,0,98.2
900,0,900,571.0,0.0,571.0,467.3,0.0,467.3,85.6,6.0,144.2,1.3,35.832,4.184,3.408,0.035,74889,9,72.3,0.0,0.0,0.0,0.0,20619.0,0,1,0,7.9,58.8,236601.0,4.6,0.636,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,3166,3166,0,1,0,0,99.4
30,0,30,29.5,0.0,29.5,29.5,0.0,29.5,77.7,11.1,162.3,3.8,39.511,12.342,3.902,1.189,159981,14,4.9,0.0,0.0,0.0,0.0,1494.0,1,0,1,0.0,10.6,46489.0,0.0,1.979,6.9,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1484,1466,1,1,1,1,98.2
300,0,300,216.3,0.0,216.3,210.9,0.0,210.9,76.9,7.3,135.1,3.6,35.772,10.550999999999998,3.657,0.961,77811,38,27.4,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,17.6,76883.0,0.0,0.4579999999999999,71.0,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3150,3150,1,1,1,1,97.6
75000,0,75000,70549.5,0.0,70549.5,70418.4,0.0,70418.4,94.0,7.5,233.8,6.6,45.482,7.37,10.369000000000002,0.313,37054,696,13213.3,148.2,0.0,136.7,0.0,90418.0,0,1,1,9.4,2666.8,10546153.0,251.7,0.188,5959.0,36,0,0,1,0,1,0,1,0,0,1,0,0,0,1,8220,8220,1,0,0,0,97.7
50,0,50,28.3,0.0,28.3,28.3,0.0,28.3,74.6,7.2,131.2,0.6,41.849,17.037,4.678,1.6780000000000002,102113,6,4.0,0.0,0.0,0.0,0.0,1735.0,0,1,1,0.0,12.8,55950.0,0.0,2.481,0.0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3659,3659,1,0,1,1,97.9
170,0,170,146.0,0.0,146.0,146.0,0.0,146.0,44.0,6.3,73.1,0.8,31.699,16.211,3.773,1.547,8041,44,19.0,0.0,0.0,0.0,0.0,2851.0,0,0,1,0.0,10.9,47435.0,0.0,0.408,205.0,3,0,0,0,0,1,1,1,0,1,0,0,0,1,0,4394,4394,1,1,1,1,98.0
30,0,30,21.4,0.0,21.4,21.4,0.0,21.4,67.6,9.3,85.5,5.2,44.168,14.822,4.95,1.419,31275,1,2.5,0.0,0.0,0.0,0.0,372.0,0,0,1,0.0,10.3,45060.0,0.0,2.647,0.0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,4139,4139,1,1,1,1,97.6
60,0,60,45.6,0.0,45.6,52.8,0.0,52.8,62.5,6.4,234.2,3.7,23.631,7.867999999999999,3.559,0.89,83603,72,4.9,0.0,0.0,0.0,0.0,1195.0,0,1,0,0.0,2.1,8987.0,0.0,0.214,42.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4102,4102,1,1,1,1,97.0
40,0,40,33.1,33.1,0.0,33.1,33.1,0.0,45.1,8.9,110.4,4.0,20.178,7.063,3.056,1.6369999999999998,355000,414,3.2,0.0,0.0,0.0,0.0,639.0,0,1,0,0.0,8.2,35883.0,0.0,1.362,0.0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4019,4019,1,1,1,1,93.6
16000,0,16000,13111.6,0.0,13111.6,11906.3,0.0,11906.3,126.9,7.0,169.4,2.3,35.285,9.737,3.743,0.293,124615,11,2901.8,0.0,0.0,109.1,0.0,30043.0,1,0,0,2.3,1249.6,5329908.0,29.1,0.562,1464.7,47,0,0,1,1,0,1,1,0,0,1,0,1,0,0,7733,7792,1,1,0,0,99.2
50,0,50,38.9,0.0,38.9,38.9,0.0,38.9,120.0,8.8,211.6,0.4,58.725,14.032,7.987,1.207,127264,9,8.2,0.0,0.0,0.0,0.0,3961.0,1,0,0,0.0,17.3,75575.0,0.0,2.438,60.0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2792,2792,1,1,1,1,99.3
70,0,70,58.5,0.0,58.5,58.5,0.0,58.5,63.6,6.4,109.1,0.8,29.451,10.613,2.984,1.182,148769,7,6.0,0.0,0.0,0.0,0.0,2662.0,1,0,1,0.0,17.0,74042.0,0.0,1.589,0.0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,3287,3284,1,1,1,1,99.3
150,0,150,57.9,0.0,57.9,57.9,0.0,57.9,102.7,11.1,142.6,5.9,31.43,12.005999999999998,4.731,1.3159999999999998,77860,583,6.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,9.6,41748.0,0.0,0.905,11.7,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,5327,5327,1,1,1,1,94.9
50,0,50,43.8,43.8,0.0,43.8,43.8,0.0,30.3,9.1,31.3,8.0,22.351,8.378,2.188,1.053,456654,413,2.7,0.0,0.0,0.0,0.0,640.0,0,1,0,0.0,1.8,8015.0,0.0,0.23,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,5595,5595,1,1,1,1,90.3
26000,0,26000,25106.6,0.0,25106.6,21016.5,0.0,21016.5,122.0,6.4,179.6,2.9,41.344,6.256,5.048,0.024,117587,3,5468.9,55.2,0.0,19.4,0.0,48500.0,0,1,1,0.0,1169.9,5108832.0,0.0,0.305,4297.0,40,0,0,1,1,1,1,1,0,0,0,1,0,1,0,7705,7687,1,0,0,0,99.6
50,0,50,38.2,38.2,0.0,38.2,38.2,0.0,83.1,14.1,96.9,5.6,33.875,13.289,4.544,1.426,41883,59,4.6,0.0,0.0,0.0,0.0,405.0,0,1,1,0.0,3.8,16753.0,0.0,0.551,0.0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,7630,7630,1,1,1,1,95.6
440,0,440,72.0,0.0,72.0,72.0,0.0,72.0,131.0,16.6,224.8,7.3,72.256,10.705,7.301,1.148,288500,0,22.1,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,20.2,88114.0,0.0,1.5490000000000002,45.5,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2921,2921,1,1,1,1,98.1
2700,0,2700,1965.4,0.0,1965.4,1708.3,0.0,1708.3,149.7,8.2,294.4,2.5,42.75,4.365,4.824,0.105,265512,21,460.0,0.0,0.0,0.0,0.0,8180.0,0,1,1,0.0,184.4,805128.0,0.0,0.5920000000000001,854.0,7,0,0,1,0,0,1,1,0,0,0,1,0,0,1,6327,6322,0,1,0,0,99.5
70,0,70,14.5,0.0,14.5,14.5,0.0,14.5,77.6,19.8,99.6,6.1,28.701,13.875,3.645,1.315,471547,1261,1.6,0.0,0.0,0.0,0.0,200.0,1,0,0,0.0,2.8,12361.0,0.0,1.07,0.0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,8675,8675,1,1,1,1,95.6
30,0,30,13.4,0.0,13.4,13.4,0.0,13.4,65.4,6.7,1553.7,3.5,34.21,9.773,3.848,1.395,240417,254,1.4,0.0,0.0,0.0,0.0,1531.0,0,1,0,0.0,3.1,13678.0,0.0,1.277,5.1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,525,470,1,1,1,1,98.1
40,0,40,31.3,0.0,31.3,31.3,0.0,31.3,53.4,11.0,83.9,5.3,31.108,12.866,6.238,1.475,189167,230,2.3,0.0,0.0,0.0,0.0,484.0,1,0,0,0.0,3.3,14465.0,0.0,0.581,0.0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,5539,5539,1,1,1,1,93.3
60,0,60,45.6,0.0,45.6,45.6,0.0,45.6,40.4,6.1,71.6,1.9,31.249,9.273,3.15,0.7559999999999999,50907,53,2.6,0.0,0.0,0.0,0.0,648.2,0,0,1,0.0,1.0,4489.0,0.0,0.124,0.0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,5478,5511,1,1,1,1,93.8
50,0,50,42.4,0.0,42.4,40.3,0.0,40.3,83.6,13.8,96.4,7.4,53.262,12.651,7.1770000000000005,1.408,45827,82,4.2,0.0,0.0,0.0,0.0,410.0,0,1,1,0.0,5.6,24342.0,0.0,0.759,210.0,2,0,0,1,1,1,0,1,0,1,0,0,0,1,1,4406,4349,1,1,1,1,93.7
250,0,250,193.4,0.0,193.4,193.4,0.0,193.4,85.2,12.1,121.1,6.2,39.805,12.185,3.862,1.49,22182,33,22.0,0.0,0.0,0.0,0.0,2438.0,1,0,1,0.0,15.7,68669.0,0.0,0.446,16.9,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,8873,8873,1,1,1,1,95.2
160,0,160,115.7,0.0,115.7,109.4,0.0,109.4,97.2,8.8,119.3,4.6,34.838,7.999,3.322,0.7759999999999999,191887,112,19.4,0.0,0.0,0.0,0.0,7409.0,1,0,0,0.0,22.3,97533.0,0.0,1.119,0.0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,2199,2191,1,1,1,1,97.8
30,0,30,21.6,0.0,21.6,21.6,0.0,21.6,89.6,6.1,164.1,3.2,31.913,10.004,3.572,0.941,49258,48,2.5,0.0,0.0,0.0,0.0,289.0,0,1,0,0.0,0.4,1658.0,0.0,0.1009999999999999,42.0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,4030,4030,1,1,1,1,97.7
60,0,60,39.0,0.0,39.0,39.0,0.0,39.0,75.9,10.0,134.2,5.3,44.63,10.669,4.267,1.136,73038,71,5.1,0.0,0.0,0.0,0.0,1831.0,0,1,1,0.0,10.2,44437.0,0.0,1.431,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4006,4006,1,1,1,1,97.0
20,0,20,31.5,0.0,31.5,31.5,0.0,31.5,61.3,19.1,85.5,7.0,42.193000000000005,23.375,5.178999999999999,2.327,240333,1252,2.9,0.0,0.0,0.0,0.0,215.5,1,0,0,0.0,3.9,17154.0,0.0,0.691,0.0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,5174,5174,1,1,1,1,94.5
