,시설용량,생물학적,고도,유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),목표수질(BOD)_0,목표수질(BOD)_1,목표수질(BOD)_2,재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도_0,시도_1,시도_2,시도_3,시도_4,운영주체_0,운영주체_1,지역구분_0,지역구분_1,지역구분_2,수계_0,수계_1,수계_2,준공일_day,가동개시일_day,방류수소독방법_염소,방류수소독방법_자외선,방류수소독방법_오존,방류수소독방법_기타,처리효율
1334,48,0,48,50.5,0.0,50.5,50.5,0.0,50.5,63.2,2.9,49.6,6.0,91.1,2.7,32.979,12.764,3.783,0.938,20842,355,3.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4.2,18401.0,0.0,0.4579999999999999,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4542,4542,1,1,1,1,95.4
1335,48,0,48,36.0,0.0,36.0,36.0,0.0,36.0,84.5,6.2,69.9,10.3,84.2,6.4,28.636,12.175999999999998,3.047,1.193,58623,244,2.8,0.0,0.0,0.0,0.0,151.0,0,1,1,0.0,2.4,10377.0,0.0,0.362,16.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4780,4780,0,0,0,1,92.7
1336,48,0,48,117.0,0.0,117.0,117.0,0.0,117.0,76.7,3.8,58.9,7.1,120.4,4.4,28.923,11.378,3.335,0.879,26458,328,8.5,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,7.2,31346.0,0.0,0.336,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5288,5288,1,1,1,1,95.0
1337,40,0,40,33.9,0.0,33.9,33.9,0.0,33.9,83.0,6.3,71.9,10.7,86.6,6.4,28.492,12.496,2.9610000000000003,1.22,56922,228,2.6,0.0,0.0,0.0,0.0,531.0,0,1,1,0.0,3.0,13268.0,0.0,0.491,16.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4579,4579,0,0,0,1,92.4
1338,40,0,40,28.9,0.0,28.9,28.9,0.0,28.9,59.3,2.7,55.6,6.3,103.2,2.7,30.879,11.618,3.475,1.194,24292,409,1.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,5.6,24532.0,0.0,1.065,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4482,4482,1,1,1,1,95.4
1339,35,0,35,55.6,0.0,55.6,55.6,0.0,55.6,63.6,3.5,51.3,6.9,93.1,3.5,32.585,12.358,3.58,0.96,24625,169,3.3,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,7.0,30621.0,0.0,0.691,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5280,5280,1,1,1,1,94.5
1340,30,0,30,33.3,0.0,33.3,33.3,0.0,33.3,67.8,3.9,51.3,7.7,106.0,4.6,30.341,12.473,3.426,0.931,24158,492,2.1,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4.7,20617.0,0.0,0.777,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6574,6574,1,1,1,1,94.2
1341,30,0,30,17.7,0.0,17.7,17.7,0.0,17.7,70.9,2.3,62.7,4.9,121.2,1.6,34.444,11.880999999999998,3.367,1.02,18975,43,1.2,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,9.7,42558.0,0.0,3.025,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6574,6574,1,1,1,1,96.8
1342,30,0,30,32.2,0.0,32.2,32.2,0.0,32.2,85.1,3.8,66.8,7.2,115.0,4.1,35.322,11.269,4.128,0.7979999999999999,15017,386,2.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4.1,18089.0,0.0,0.705,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5844,5844,1,1,1,1,95.5
1343,30,0,30,29.1,0.0,29.1,29.1,0.0,29.1,66.4,4.3,56.7,7.6,106.4,3.6,37.081,12.389,3.982,0.8290000000000001,21850,411,1.8,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,2.2,9797.0,0.0,0.423,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,9061,9061,1,1,1,1,93.5
1344,20,0,20,10.2,0.0,10.2,10.2,0.0,10.2,59.4,3.7,59.0,7.6,88.3,4.0,30.702,11.361,4.228,0.8690000000000001,29475,370,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4.2,18291.0,0.0,2.25,0.0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,4482,4482,1,1,1,1,93.8
1345,30000,0,30000,35180.2,0.0,35180.2,30352.6,0.0,30352.6,108.2,2.9,101.5,10.4,122.4,2.8,27.467,11.752,2.645,0.397,56071,194,3703.7,44.2,0.0,311.7,0.0,79827.0,0,1,1,3.0,741.9,3143928.0,21.9,0.134,3588.0,27,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7068,7068,0,1,0,0,97.3
1346,11000,0,11000,2657.6,0.0,2657.6,2477.4,0.0,2477.4,166.0,2.6,99.8,9.3,133.6,2.2,56.187,4.529,5.206,0.778,169669,157,434.1,0.0,0.0,0.0,0.0,16260.0,0,1,1,0.0,202.1,882441.0,0.0,0.447,536.0,8,0,0,1,1,0,0,1,0,0,1,0,1,0,0,5821,5820,0,1,0,0,98.4
1347,1600,0,1600,408.2,0.0,408.2,347.7,0.0,347.7,139.6,1.5,74.4,7.5,110.5,1.5,39.867,8.852,3.942,0.347,80460,105,56.4,0.0,0.0,0.0,0.0,3964.0,0,1,1,0.0,34.5,150533.0,0.0,0.603,229.5,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,5809,5808,0,1,0,0,98.9
1348,1500,0,1500,1010.3,0.0,1010.3,875.2,0.0,875.2,113.5,1.9,63.9,6.5,65.7,1.3,31.903,8.469,3.293,0.155,46843,90,112.7,0.0,0.0,0.0,109.0,16199.0,0,1,1,0.0,92.4,403460.0,0.0,0.579,494.3,10,0,0,1,1,0,0,1,1,0,1,0,1,0,0,4798,4748,0,1,0,0,98.3
1349,700,0,700,774.1,0.0,774.1,677.0,0.0,677.0,101.2,2.0,60.5,6.9,84.6,1.9,28.904,6.516,2.904,0.53,57857,89,76.8,0.0,0.0,0.0,0.0,3000.0,0,1,1,0.0,30.7,134047.0,0.0,0.249,141.1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7306,7305,0,1,0,0,98.0
1350,380,0,380,25.0,0.0,25.0,21.3,0.0,21.3,127.8,3.9,63.1,10.3,77.1,3.0,46.028,14.007,4.502,1.247,68985,134,3.1,0.0,0.0,0.0,0.0,879051.0,0,1,1,0.0,20.4,89125.0,0.0,5.26,22.3,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,5476,5476,1,1,1,1,96.9
1351,310,0,310,191.8,0.0,191.8,177.3,0.0,177.3,155.8,6.3,121.4,16.3,174.5,6.6,42.345,15.425,4.875,1.621,199151,945,28.7,0.0,0.0,0.0,0.0,3100.0,0,1,1,0.0,18.7,81605.0,0.0,0.578,24.2,14,0,0,1,1,0,0,1,1,1,0,0,1,0,0,4284,4284,1,1,1,1,96.0
1352,200,0,200,77.1,0.0,77.1,77.1,0.0,77.1,150.8,4.1,99.8,14.1,147.7,4.2,32.011,14.505,3.108,1.041,24288,888,11.3,0.0,0.0,0.0,0.0,1487.0,0,1,1,0.0,23.4,102247.0,0.0,1.665,116.1,7,0,0,1,1,0,0,1,0,1,0,0,1,0,0,673,505,1,1,1,1,97.3
1353,160,0,160,146.2,0.0,146.2,146.2,0.0,146.2,153.8,5.7,83.0,11.6,133.6,5.4,35.021,10.05,4.13,0.6920000000000001,91235,164,21.7,0.0,0.0,0.0,0.0,2900.0,0,1,1,0.0,15.7,68658.0,0.0,0.589,104.0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,3654,3654,1,1,1,1,96.3
1354,160,0,160,199.4,0.0,199.4,199.4,0.0,199.4,154.9,6.0,105.6,10.7,149.4,5.7,39.789,12.701,4.633,1.227,131934,599,29.7,0.0,0.0,0.0,0.0,3770.0,0,1,1,0.0,16.3,71304.0,0.0,0.45,90.5,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,3713,3713,1,1,1,1,96.1
1355,150,0,150,229.2,0.0,229.2,223.1,0.0,223.1,89.9,5.0,52.9,8.1,74.5,4.2,29.234,8.984,3.23,0.604,35402,112,19.5,0.0,0.0,0.0,0.0,3500.0,0,1,1,0.0,19.3,84188.0,0.0,0.474,47.7,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,4748,4748,1,1,1,1,94.4
1356,150,0,150,57.9,0.0,57.9,57.9,0.0,57.9,120.5,6.1,102.7,11.1,142.6,5.9,31.43,12.005999999999998,4.731,1.3159999999999998,77860,583,6.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,9.6,41748.0,0.0,0.905,11.7,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,5327,5327,1,1,1,1,94.9
1357,130,0,130,40.5,0.0,40.5,40.5,0.0,40.5,127.7,6.2,108.8,11.2,161.5,6.5,38.387,12.171,4.697,1.286,127943,634,4.9,0.0,0.0,0.0,0.0,2873.0,0,1,1,0.0,11.4,49694.0,0.0,1.539,92.4,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,3708,3708,1,1,1,1,95.1
1358,120,0,120,87.4,0.0,87.4,87.4,0.0,87.4,148.1,3.8,99.8,13.9,146.4,3.9,31.229,13.952,3.123,1.135,24231,897,12.6,0.0,0.0,0.0,0.0,8034.0,0,1,1,0.0,9.4,40925.0,0.0,0.588,69.7,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1470,766,1,1,1,1,97.4
1359,120,0,120,89.5,89.5,0.0,89.5,89.5,0.0,146.6,3.6,97.2,13.8,144.9,3.9,30.384,13.946,3.049,1.026,23596,884,12.8,0.0,0.0,0.0,0.0,4892.0,0,1,1,0.0,2.0,8850.0,0.0,0.124,69.7,6,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1911,1879,1,1,1,1,97.5
1360,110,0,110,93.4,0.0,93.4,93.4,0.0,93.4,150.3,3.7,100.1,14.3,150.6,3.8,31.605,13.948,3.077,1.08,24385,875,13.7,0.0,0.0,0.0,0.0,6082.0,0,1,1,0.0,9.1,39543.0,0.0,0.532,63.8,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1830,766,1,1,1,1,97.5
1361,100,0,100,52.0,0.0,52.0,52.0,0.0,52.0,70.1,3.1,45.4,7.3,68.6,2.7,29.846,11.918,3.247,1.211,29039,108,3.5,0.0,0.0,0.0,0.0,400.0,0,1,1,0.0,12.6,54952.0,0.0,1.325,10.3,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,5753,5753,1,1,1,1,95.6
1362,100,0,100,91.5,0.0,91.5,91.3,0.0,91.3,123.0,6.1,106.1,11.7,151.3,6.6,40.561,12.193,4.533,1.335,80028,679,10.7,0.0,0.0,0.0,0.0,3313.0,0,1,1,0.0,10.4,45359.0,0.0,0.623,10.0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,2649,2635,1,1,1,1,95.0
1363,90,0,90,82.2,0.0,82.2,82.2,0.0,82.2,148.3,3.7,99.0,13.7,147.1,4.0,31.084,13.994000000000002,3.071,1.014,24173,872,11.9,0.0,0.0,0.0,0.0,6949.0,0,1,1,0.0,8.1,35450.0,0.0,0.541,52.2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1830,766,1,1,1,1,97.5
1364,68,0,68,34.4,34.4,0.0,34.4,34.4,0.0,114.7,3.5,81.4,13.7,103.1,3.9,28.741,13.344,2.83,0.892,19596,820,3.8,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,2.6,11261.0,0.0,0.41,39.5,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,7184,7184,1,1,1,1,96.9
1365,65,0,65,34.0,0.0,34.0,34.0,0.0,34.0,152.4,3.8,100.9,13.9,148.7,4.0,31.498,13.872,3.142,1.088,24596,888,5.1,0.0,0.0,0.0,0.0,5883.0,0,1,1,0.0,16.2,70538.0,0.0,2.6060000000000003,37.7,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,762,513,1,1,1,1,97.5
1366,55,0,55,21.1,0.0,21.1,21.1,0.0,21.1,149.3,3.7,99.6,13.9,149.3,3.9,33.168,13.698,3.144,1.108,23500,884,3.1,0.0,0.0,0.0,0.0,4396.0,0,1,1,0.0,9.8,42896.0,0.0,2.547,31.9,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,720,513,1,1,1,1,97.5
1367,49,0,49,43.9,43.9,0.0,43.9,43.9,0.0,130.6,3.8,92.6,14.5,137.7,5.1,32.853,16.447,3.217,1.193,21250,1008,5.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,5.3,23187.0,0.0,0.664,28.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5358,5358,1,1,1,1,97.1
1368,49,0,49,49.0,49.0,0.0,49.0,49.0,0.0,147.9,3.6,99.5,14.7,140.8,5.0,32.019,15.479,3.24,1.115,22250,1140,7.1,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,4328.0,0.0,0.111,28.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5388,5388,1,1,1,1,97.6
1369,49,0,49,21.8,21.8,0.0,21.8,21.8,0.0,144.4,3.7,92.0,14.6,142.6,4.4,32.442,15.779000000000002,3.13,1.127,21583,959,3.1,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,7.4,32381.0,0.0,1.866,28.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5509,5509,1,1,1,1,97.4
1370,46,0,46,16.2,16.2,0.0,16.2,16.2,0.0,124.1,3.4,90.2,13.7,113.7,3.7,30.026,14.267,2.972,1.02,17833,851,2.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.5,6375.0,0.0,0.495,26.7,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7701,7701,1,1,1,1,97.3
1371,45,0,45,45.0,45.0,0.0,45.0,45.0,0.0,152.1,4.9,118.3,17.9,139.4,5.7,32.059,15.518,3.184,1.374,25000,1205,6.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.5,2237.0,0.0,0.062,26.1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5023,5023,1,1,1,1,96.8
1372,35,0,35,21.4,21.4,0.0,21.4,21.4,0.0,159.2,7.3,111.4,20.7,220.4,6.4,49.303,24.653,5.265,2.614,98528,246,3.3,0.0,0.0,0.0,0.0,1507.0,0,1,1,0.0,8.7,37962.0,0.0,2.226,14.8,27,0,0,1,1,0,0,1,1,1,0,1,1,0,0,3438,3438,1,1,1,1,95.4
1373,34,34,0,20.9,20.9,0.0,20.9,20.9,0.0,141.9,3.5,94.2,14.9,139.2,4.8,30.884,15.548,3.215,1.214,22083,1019,2.9,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,19.7,8,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7335,7335,1,1,1,1,97.5
1374,34,0,34,12.9,12.9,0.0,12.9,12.9,0.0,146.0,3.9,97.7,15.2,148.7,4.9,31.958,15.843,3.339,1.183,23000,945,1.8,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,3.9,16878.0,0.0,1.641,19.7,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,97.3
1375,30,0,30,45.9,45.9,0.0,45.9,45.9,0.0,80.6,4.1,90.9,11.4,124.2,5.7,30.535,11.354,3.721,0.953,65698,569,3.5,0.0,0.0,0.0,0.0,1331.0,0,1,1,0.0,6.3,27416.0,0.0,0.7509999999999999,6.4,10,0,0,1,1,0,0,1,1,1,0,1,1,0,0,3708,3708,1,1,1,1,94.9
1376,27,0,27,12.7,12.7,0.0,12.7,12.7,0.0,130.2,4.5,95.2,15.4,140.5,4.7,31.237,14.934,3.148,1.135,22667,1019,1.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.9,8324.0,0.0,0.823,15.6,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7000,7000,1,1,1,1,96.5
1377,24,0,24,16.1,0.0,16.1,16.1,0.0,16.1,143.7,4.0,96.7,14.5,135.1,4.5,31.397,15.546,3.157,1.308,22000,938,2.2,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4.6,20253.0,0.0,1.577,13.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6605,6605,1,1,1,1,97.2
1378,24,0,24,12.4,12.4,0.0,12.4,12.4,0.0,142.2,3.7,96.0,15.2,137.6,5.2,31.963,14.691,3.2030000000000003,1.0759999999999998,21917,963,1.7,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.6,6834.0,0.0,0.6940000000000001,13.9,14,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7701,7701,1,1,1,1,97.4
1379,24,0,24,24.0,24.0,0.0,24.0,24.0,0.0,144.0,3.9,107.1,15.8,142.1,5.0,31.484,15.725,3.303,1.39,22333,1164,3.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.9,3974.0,0.0,0.208,13.9,7,0,0,1,1,0,0,1,0,1,0,1,1,0,0,5570,5570,1,1,1,1,97.3
1380,24,0,24,18.4,0.0,18.4,18.4,0.0,18.4,144.2,3.7,99.0,14.0,130.4,5.0,30.928,15.411,3.1660000000000004,1.045,21750,920,2.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,3.8,16767.0,0.0,1.144,13.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7792,7792,1,1,1,1,97.4
1381,24,0,24,18.6,0.0,18.6,18.6,0.0,18.6,142.1,3.5,98.9,14.5,138.3,4.2,31.241,14.726,3.1,1.093,21000,946,2.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,8.4,36697.0,0.0,2.474,13.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7701,7701,1,1,1,1,97.5
1382,23,0,23,11.5,11.5,0.0,11.5,11.5,0.0,124.6,4.1,88.0,13.5,131.3,4.0,29.234,15.646,2.91,1.006,17333,885,1.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.9,8319.0,0.0,0.905,13.3,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,8066,8066,1,1,1,1,96.7
1383,23,0,23,9.0,9.0,0.0,9.0,9.0,0.0,151.9,5.1,107.3,14.0,142.7,5.1,31.442,15.556,3.051,1.395,20417,1104,1.3,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.2,5091.0,0.0,0.708,13.3,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,96.6
1384,16,0,16,9.4,9.4,0.0,9.4,9.4,0.0,143.8,4.3,105.7,15.4,146.5,4.6,32.376999999999995,15.746,3.241,1.074,20750,966,1.3,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.9,3788.0,0.0,0.504,9.2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,97.0
1385,16,16,0,10.0,10.0,0.0,10.0,10.0,0.0,142.6,4.2,96.9,15.7,139.9,6.1,31.318,15.077,3.215,1.225,22250,1016,1.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.9,3909.0,0.0,0.491,9.2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6027,6027,1,1,1,1,97.1
1386,12,0,12,9.2,9.2,0.0,9.2,9.2,0.0,138.2,4.3,121.9,14.8,136.9,5.2,31.424,15.876,3.161,1.202,21833,1100,1.2,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.7,3032.0,0.0,0.416,6.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6970,6970,1,1,1,1,96.9
1387,12,12,0,7.1,7.1,0.0,7.1,7.1,0.0,130.5,4.6,94.5,15.2,133.3,5.5,31.554,16.459,3.252,1.263,22833,978,0.9,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.8,3585.0,0.0,0.633,6.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6393,6393,1,1,1,1,96.5
1388,10,0,10,4.0,0.0,4.0,4.0,0.0,4.0,145.1,4.6,105.8,14.4,142.3,5.0,30.822,15.214,3.242,1.19,20667,933,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,6.7,29202.0,0.0,9.102,5.8,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6605,6605,1,1,1,1,96.8
1389,10,0,10,2.7,0.0,2.7,2.7,0.0,2.7,139.1,4.1,96.2,14.3,137.6,4.1,30.914,15.12,2.9960000000000004,1.172,20667,971,0.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,5.8,25366.0,0.0,11.819,5.8,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7792,7792,1,1,1,1,97.1
1390,10,0,10,4.5,0.0,4.5,4.5,0.0,4.5,141.6,4.3,96.5,14.6,129.5,4.8,31.295,14.75,3.076,1.14,20500,952,0.6,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,6.4,28135.0,0.0,7.867000000000001,5.8,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7792,7792,1,1,1,1,97.0
1391,6,6,0,3.3,3.3,0.0,3.3,3.3,0.0,118.8,4.2,90.1,14.0,108.8,4.3,28.78,15.502,2.935,1.281,17250,840,0.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.4,1824.0,0.0,0.6990000000000001,3.4,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,7184,7184,1,1,1,1,96.5
1392,5,5,0,3.3,3.3,0.0,3.3,3.3,0.0,136.0,4.2,93.9,15.6,140.0,5.1,31.027,15.491,3.142,1.175,22417,1133,0.4,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,52.0,0.0,0.02,2.9,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,6605,6605,1,1,1,1,96.9
1393,72000,0,72000,76768.1,0.0,76768.1,66537.3,0.0,66537.3,233.7,3.5,137.4,10.4,209.5,3.6,60.555,10.335,6.382999999999999,0.423,119839,494,17671.6,224.7,169.5,0.0,13.9,107694.0,0,1,1,15.8,3075.7,11306482.3,486.5,0.213,4188.0,29,0,0,1,1,0,0,1,0,0,1,0,1,0,0,8802,8927,0,1,0,0,98.5
1394,45000,0,45000,28450.2,0.0,28450.2,8093.1,0.0,8093.1,198.3,1.5,131.1,21.3,204.6,3.2,46.786,8.141,4.667,0.349,134424,26,5596.5,0.0,0.0,0.0,0.0,114258.0,0,1,1,0.0,4486.2,19590610.0,0.0,3.0380000000000003,6059.0,25,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1587,1587,1,1,1,0,99.2
1395,5200,0,5200,2267.2,0.0,2267.2,1966.6,0.0,1966.6,131.9,0.6,88.1,4.2,118.5,0.0,34.776,3.217,3.4210000000000003,0.176,135404,0,297.5,0.0,0.0,0.0,0.0,32998.0,0,1,1,0.5,371.4,1613343.0,1.9,1.03,912.8,10,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2269,2191,0,1,1,1,99.5
1396,2900,0,2900,2552.6,0.0,2552.6,2522.9,0.0,2522.9,280.9,1.6,176.3,10.7,236.4,1.7,66.551,5.435,6.499,0.151,191518,18,712.7,0.0,0.0,0.0,0.0,36329.0,0,1,1,0.0,224.2,978859.0,0.0,0.487,724.9,8,0,0,1,1,0,0,1,0,0,1,0,1,0,0,3293,3287,0,1,0,0,99.4
1397,430,0,430,401.8,0.0,401.8,401.8,0.0,401.8,232.8,4.1,129.7,10.9,202.2,4.8,58.725,12.242,5.715,0.474,108698,614,91.9,0.0,0.0,0.0,0.0,6891.0,0,1,1,0.0,26.9,117545.0,0.0,0.367,242.0,3,0,0,1,1,0,0,1,0,1,0,0,1,0,0,4087,4087,1,1,1,1,98.2
1398,120,0,120,87.5,0.0,87.5,87.5,0.0,87.5,227.1,4.1,126.6,10.7,184.8,4.0,57.88399999999999,10.321,5.722,0.498,99330,622,19.5,0.0,0.0,0.0,0.0,2000.0,0,1,1,0.0,11.1,48320.0,0.0,0.693,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,4187,4187,1,1,1,1,98.2
1399,90,0,90,51.2,0.0,51.2,51.2,0.0,51.2,235.4,4.2,130.5,11.0,180.8,4.9,59.57899999999999,12.872,5.834,0.695,89236,627,11.8,0.0,0.0,0.0,0.0,852.0,0,1,1,0.0,10.5,46006.0,0.0,1.127,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5384,5384,1,1,1,1,98.2
1400,70,0,70,44.0,0.0,44.0,44.0,0.0,44.0,224.0,4.0,122.9,10.0,188.7,3.8,56.971,10.958,5.5760000000000005,0.429,88679,564,9.7,0.0,0.0,0.0,0.0,400.0,0,1,1,0.0,6.4,27959.0,0.0,0.7979999999999999,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2927,2927,1,1,1,1,98.2
1401,70,0,70,81.8,0.0,81.8,81.8,0.0,81.8,229.5,4.2,127.3,10.8,192.9,5.1,57.891000000000005,12.841,5.765,0.635,103245,691,18.4,0.0,0.0,0.0,0.0,1000.0,0,1,1,0.0,10.6,46301.0,0.0,0.711,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5098,5098,1,1,1,1,98.2
1402,60,0,60,49.1,0.0,49.1,49.1,0.0,49.1,213.9,3.7,116.3,9.5,187.9,4.4,55.944,11.883,5.797999999999999,0.601,99038,595,10.3,0.0,0.0,0.0,0.0,600.0,0,1,1,0.0,7.0,30481.0,0.0,0.778,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,5636,5636,1,1,1,1,98.3
1403,60,0,60,51.7,0.0,51.7,51.7,0.0,51.7,211.0,4.0,116.5,10.0,178.8,3.8,55.98,11.377,5.651,0.5660000000000001,89453,596,10.7,0.0,0.0,0.0,0.0,2423.0,0,1,1,0.0,10.6,46502.0,0.0,1.129,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3337,3337,1,1,1,1,98.1
1404,60,0,60,52.0,0.0,52.0,52.0,0.0,52.0,230.6,4.1,125.2,10.2,198.0,4.6,56.981,11.325,6.017,0.713,92943,582,11.8,0.0,0.0,0.0,0.0,1413.0,0,1,1,0.0,9.0,39190.0,0.0,0.945,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,4010,4010,1,1,1,1,98.2
1405,60,0,60,45.4,0.0,45.4,45.4,0.0,45.4,223.6,4.0,120.5,10.2,176.4,4.6,57.656000000000006,11.567,5.888999999999999,0.6579999999999999,82349,617,10.0,0.0,0.0,0.0,0.0,1012.0,0,1,1,0.0,7.7,33456.0,0.0,0.925,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3774,3774,1,1,1,1,98.2
1406,55,0,55,43.2,0.0,43.2,43.2,0.0,43.2,223.4,4.1,119.6,10.2,181.6,4.5,57.984,12.047,5.602,0.6729999999999999,91189,566,9.5,0.0,0.0,0.0,0.0,1191.0,0,1,1,0.0,5.7,24794.0,0.0,0.721,0.0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,3774,3774,1,1,1,1,98.2
